"scientific_name","common_name","previous_category","new_category","reason_for_change","year"
"Liolaemus zapallarensis","Zapallaren Tree Iguana","DD","LC","N","2016-1"
"Mesoclemmys hogei","Hoge's Side-necked Turtle","EN","CR","G","2016-1"
"Microlophus yanezi",NA,"DD","LC","N","2016-1"
"Morunasaurus peruvianus","Cenepa Manticores","DD","LC","N","2016-1"
"Philodryas chamissonis",NA,"DD","LC","N","2016-1"
"Phyllodactylus leei","San Cristóbal Island Leaf-toed Gecko","VU","NT","N","2016-1"
"Phymaturus calcogaster",NA,"DD","LC","N","2016-1"
"Podocnemis lewyana","Magdalena River Turtle","EN","CR","G","2016-1"
"Riama luctuosa","Lightbulb Lizard","DD","LC","N","2016-1"
"Riama shrevei","Shreve's Lighbulb Lizard","DD","LC","N","2016-3"
"Sphaerodactylus micropithecus","Monito Gecko","EN","DD","N","2016-3"
"Sphaerodactylus savagei","Altigracia Speckled Sphaero","LC","NT","N","2016-3"
"Sphaerodactylus streptophorus","Hispaniolan Small-eared Sphaero","LC","VU","N","2016-3"
"Sphaerodactylus thompsoni","Barahona Limestone Sphaero","NT","EN","N","2016-3"
"Stenocercus crassicaudatus","Spiny Whorltail Iguana","VU","LC","N","2016-1"
"Typhlops biminiensis","Bahamian Slender Blindsnake","NT","LC","N","2016-3"
"Typhlops hectus","Tiburon Peninsula Blindsnake","EN","VU","N","2016-3"
"Typhlops sulcatus","Island Worm Snake","LC","NT","N","2016-3"
"Typhlops syntherus","Barahona Peninsula Blindsnake","NT","EN","N","2016-3"
"Afrixalus dorsimaculatus",NA,"VU","EN","N","2016-1"
"Afrixalus spinifrons","Natal Leaf-folding Frog","NT","LC","N","2016-3"
"Afrixalus sylvaticus",NA,"EN","VU","N","2016-1"
"Afrixalus uluguruensis","Uluguru Banana Frog","EN","VU","N","2016-1"
"Aglyptodactylus laticeps",NA,"EN","VU","N","2016-1"
"Alsodes montanus","Mountain Spiny-chest Frog","CR","VU","N","2016-1"
"Ambystoma flavipiperatum","Yellow-peppered Salamander","DD","EN","N","2016-1"
"Amietia hymenopus","Drakensberg Riiver Frog","LC","NT","N","2016-3"
"Amietia vertebralis","Aquatic River Frog","NT","LC","N","2016-3"
"Amietophrynus urunguensis",NA,"DD","VU","N","2016-1"
"Amolops cremnobatus",NA,"NT","LC","N","2016-3"
"Anhydrophryne rattrayi","Hogsback Chirping Frog","EN","VU","N","2016-3"
"Anodonthyla boulengeri","Boulenger's Climbing Frog","LC","NT","N","2016-1"
"Anodonthyla moramora",NA,"DD","EN","N","2016-1"
"Anodonthyla nigrigularis","Black-throated Climbing Frog","DD","EN","N","2016-1"
"Anodonthyla theoi",NA,"DD","CR","N","2016-1"
"Aquiloeurycea galeanae","Galeana False Brook Salamander","NT","VU","N","2016-3"
"Aquiloeurycea quetzalanensis","Cuetzalan Salamander","DD","CR","N","2016-3"
"Aquiloeurycea scandens","Tamaulipan False Brook Salamander","VU","LC","N","2016-3"
"Arthroleptella subvoce","Northern Moss Frog","EN","CR","N","2016-3"
"Arthroleptis francei","Ruo River Screeching Frog","EN","VU","N","2016-3"
"Arthroleptis pyrrhoscelis",NA,"NT","LC","N","2016-1"
"Atelognathus reverberii","Laguna Raimunda Frog","EN","VU","N","2016-1"
"Blommersia sarotra",NA,"DD","LC","N","2016-1"
"Boehmantis microtympanum","Angel's Madagascar Frog","EN","VU","N","2016-1"
"Boophis andohahela",NA,"DD","VU","N","2016-1"
"Boophis anjanaharibeensis",NA,"DD","EN","N","2016-1"
"Boophis axelmeyeri",NA,"VU","LC","N","2016-1"
"Boophis englaenderi",NA,"DD","VU","N","2016-1"
"Boophis feonnyala",NA,"DD","EN","N","2016-1"
"Boophis haematopus",NA,"VU","EN","N","2016-1"
"Boophis jaegeri","Jaeger's Bright-eyed Frog","VU","EN","N","2016-1"
"Boophis laurenti","Andinrgitra Bright-eyed Frog","DD","EN","N","2016-1"
"Boophis liami",NA,"DD","CR","N","2016-1"
"Boophis majori","Ambohimitombo Bright-eyed Frog","NT","VU","N","2016-1"
"Boophis miniatus","Tiny Bright-eyed Frog","LC","VU","N","2016-1"
"Boophis periegetes",NA,"DD","NT","N","2016-1"
"Boophis sambirano",NA,"VU","EN","N","2016-1"
"Boophis septentrionalis",NA,"DD","LC","N","2016-1"
"Boophis sibilans",NA,"DD","LC","N","2016-1"
"Boophis solomaso",NA,"DD","EN","N","2016-1"
"Boophis vittatus",NA,"LC","VU","N","2016-1"
"Boophis xerophilus",NA,"DD","LC","N","2016-1"
"Boulengerula fischeri",NA,"DD","VU","N","2016-1"
"Breviceps sylvestris","Northern Forest Rain Frog","EN","NT","N","2016-3"
"Cardioglossa cyaneospila","Mukuzira Long-fingered Frog","DD","NT","N","2016-1"
"Chiromantis samkosensis",NA,"DD","VU","N","2016-3"
"Chiropterotriton mosaueri","Cave Splayfoot Salamander","DD","CR","N","2016-1"
"Cophyla berara",NA,"CR","EN","N","2016-1"
"Cophyla occultans","Island Giant Treefrog","DD","VU","N","2016-1"
"Cophyla pollicaris","Common Giant Treefrog","DD","LC","N","2016-1"
"Cophyla tsaratananaensis","Tsaratanana Giant Treefrog","VU","EN","N","2016-1"
"Craugastor sabrinus","Long-legged Streamfrog","EN","NT","N","2016-3"
"Gephyromantis cornutus","Horned Madagascar Frog","DD","VU","N","2016-1"
"Gephyromantis eiselti","Eiselt's Madagascar Frog","DD","EN","N","2016-1"
"Gephyromantis enki",NA,"DD","VU","N","2016-1"
"Gephyromantis horridus","Boettger's Grainy Frog","EN","VU","N","2016-1"
"Gephyromantis klemmeri","Klemmer's Madagascar Frog","VU","EN","N","2016-1"
"Gephyromantis leucomaculatus","White-spotted Madagascar Frog","NT","LC","N","2016-1"
"Gephyromantis plicifer","Common Madagascar Frog","NT","LC","N","2016-1"
"Gephyromantis runewsweeki",NA,"EN","VU","N","2016-1"
"Gephyromantis silvanus",NA,"EN","VU","N","2016-1"
"Gephyromantis spiniferus","Greater Spiny Madagascar Frog","NT","VU","N","2016-1"
"Gephyromantis thelenae",NA,"DD","EN","N","2016-1"
"Gephyromantis tschenki",NA,"DD","LC","N","2016-1"
"Gephyromantis zavona",NA,"DD","EN","N","2016-1"
"Gracixalus carinensis",NA,"DD","LC","N","2016-3"
"Gracixalus supercornutus",NA,"DD","NT","N","2016-3"
"Guibemantis albolineatus","White-lined Madagascar Frog","DD","LC","N","2016-1"
"Guibemantis kathrinae",NA,"DD","VU","N","2016-1"
"Guibemantis punctatus","Dotted Madagascar Frog","DD","CR","N","2016-1"
"Heterixalus carbonei",NA,"NT","LC","N","2016-1"
"Heterixalus rutenbergi","Rutenberg's Reed Frog","NT","LC","N","2016-1"
"Hylarana attigua",NA,"VU","LC","N","2016-3"
"Hylarana montivaga",NA,"LC","EN","N","2016-3"
"Hyperolius cystocandicans","Tigoni Reed Frog","VU","NT","N","2016-1"
"Hyperolius nasicus","Pointed Long Reed Frog","DD","LC","N","2016-1"
"Hyperolius pickersgilli","Pickersgill's Reed Frog","CR","EN","N","2016-3"
"Hyperolius spinigularis","Spiny-throated Reed Frog","LC","VU","N","2016-1"
"Hyperolius viridis","Robust Long Reed Frog","DD","LC","N","2016-1"
"Isthmura maxima","Southern Giant Salamander","DD","EN","N","2016-3"
"Ixalotriton niger","Jumping Salamander","CR","EN","N","2016-1"
"Kurixalus baliogaster",NA,"VU","LC","N","2016-3"
"Lanzarana largeni","Lanza's Frog","NT","LC","N","2016-1"
"Leptobrachium mouhoti",NA,"DD","LC","N","2016-3"
"Leptobrachium pullum",NA,"DD","LC","N","2016-3"
"Leptolalax tuberosus",NA,"VU","LC","N","2016-3"
"Leptopelis karissimbensis",NA,"EN","VU","N","2016-1"
"Leptopelis kivuensis",NA,"NT","LC","N","2016-1"
"Leptopelis uluguruensis",NA,"EN","NT","N","2016-1"
"Limnonectes dabanus","Annam Wart Frog","DD","LC","N","2016-3"
"Mantella haraldmeieri","Haraldmeier's Mantella","VU","EN","N","2016-3"
"Mantella laevigata","Folhony Golden Frog","NT","LC","N","2016-3"
"Megophrys auralensis",NA,"DD","VU","N","2016-3"
"Mertensophryne lonnbergi","Lönnbergs Toad","NT","VU","N","2016-1"
"Mertensophryne usambarae",NA,"EN","CR","N","2016-1"
"Nanorana aenea","Doi Chang Asian Frog","DD","LC","N","2016-3"
"Nanorana bourreti","Bourret's Paa Frog","DD","LC","N","2016-3"
"Nectophrynoides viviparus","Morogoro Tree frog","VU","LC","N","2016-1"
"Neurergus kaiseri","Luristan Newt","CR","VU","N","2016-3"
"Odorrana absita",NA,"DD","LC","N","2016-3"
"Odorrana banaorum",NA,"DD","LC","N","2016-3"
"Odorrana khalam",NA,"DD","LC","N","2016-3"
"Ophryophryne synoria",NA,"DD","VU","N","2016-3"
"Paramesotriton deloustali","Vietnam Warty Newt","VU","LC","N","2016-3"
"Philautus cardamonus",NA,"DD","EN","N","2016-3"
"Phrynobatrachus acutirostris","Rugegewald River Frog","VU","NT","N","2016-1"
"Phrynobatrachus bequaerti","Vissoke River Frog","VU","LC","N","2016-1"
"Phrynobatrachus kinangopensis","Kinangop River Frog","LC","VU","N","2016-1"
"Phrynobatrachus sulfureogularis","Central River frog","DD","VU","N","2016-1"
"Phrynobatrachus uzungwensis","Ukinga Puddle Frog","VU","NT","N","2016-1"
"Phrynobatrachus versicolor","Rwanda River Frog","VU","LC","N","2016-1"
"Plectrohyla matudai","Matuda's Spikethumb Frog","VU","LC","N","2016-3"
"Plethodontohyla brevipes","Betsileo Digging Frog","EN","VU","N","2016-1"
"Plethodontohyla guentheri",NA,"DD","EN","N","2016-1"
"Plethodontohyla tuberata","Interior Digging Frog","VU","NT","N","2016-1"
"Pseudoeurycea aurantia","Peña Verde Salamander","VU","CR","N","2016-1"
"Pseudoeurycea cochranae","Cochran's False Brook Salamander","EN","VU","N","2016-3"
"Pseudoeurycea gadovii","Gadow's False Brook Salamander","EN","VU","N","2016-3"
"Pseudoeurycea leprosa","Leprous False Brook Salamander","VU","LC","N","2016-3"
"Pseudoeurycea lynchi","Veracruz Green Salamander","CR","EN","N","2016-3"
"Pseudoeurycea mixteca",NA,"LC","VU","N","2016-3"
"Pseudoeurycea mystax","Mustache False Brook Salamander","EN","CR","N","2016-3"
"Pseudoeurycea nigromaculata","Black-spotted False Brook Salamander","CR","EN","N","2016-3"
"Pseudoeurycea obesa","Ridge Tail Salamander","DD","CR","N","2016-3"
"Pseudoeurycea orchileucos","Sierra de Juárez Worm Salamander","EN","CR","N","2016-1"
"Pseudoeurycea papenfussi","Muscular Salamander","NT","EN","N","2016-1"
"Pseudoeurycea ruficauda","Orange-tailed Agile Salamander","DD","EN","N","2016-3"
"Pseudoeurycea tlilicxitl","Black-footed Salamander","DD","EN","N","2016-3"
"Pseudophilautus decoris",NA,"EN","CR","N","2016-3"
"Rhacophorus exechopygus","Spinybottom Tree Frog","VU","LC","N","2016-3"
"Rhacophorus kio","Black-webbed Treefrog","VU","LC","N","2016-3"
"Rhombophryne coronata",NA,"VU","LC","N","2016-1"
"Rhombophryne coudreaui","Betampona Digging Frog","VU","NT","N","2016-1"
"Rhombophryne grandis","Giant Stump-toed Frog","DD","LC","N","2016-1"
"Rhombophryne minuta","Tiny Digging Frog","DD","EN","N","2016-1"
"Rhombophryne psologlossa","Madagascar Stump-toed Frog","DD","EN","N","2016-1"
"Rhombophryne pygmaea","Andoany Stump-toed Frog","VU","EN","N","2016-1"
"Rhombophryne roseifemoralis",NA,"DD","EN","N","2016-1"
"Rhombophryne serratopalpebrosa","Guibé's Digging Frog","VU","EN","N","2016-1"
"Rhombophryne testudo","Nosy Be Burrowing Frog","VU","EN","N","2016-1"
"Scaphiophryne menabensis",NA,"VU","LC","N","2016-3"
"Scolecomorphus uluguruensis","Nyingwa Caecilian","LC","EN","N","2016-1"
"Spinomantis elegans","Elegant Madagascar Frog","VU","NT","N","2016-1"
"Spinomantis guibei","Guibé's Madagascar Frog","EN","VU","N","2016-1"
"Sylvacaecilia grandisonae","Aleku Caecilian","DD","LC","N","2016-1"
"Theloderma stellatum",NA,"NT","LC","N","2016-3"
"Thorius insperatus","Surprise Thorius","DD","CR","N","2016-1"
"Thorius minydemus",NA,"CR","EN","N","2016-1"
"Tsingymantis antitra",NA,"VU","EN","N","2016-1"
"Tylototriton vietnamensis",NA,"NT","EN","N","2016-3"
"Ancharius fuscus","Vanoa","DD","LC","N","2016-3"
"Apristurus australis","Pinocchio Catshark","DD","LC","N","2016-1"
"Apristurus melanoasper","Fleshynose Catshark","DD","LC","N","2016-1"
"Arius festinus",NA,"EN","CR","G","2016-3"
"Arius uncinatus",NA,"EN","CR","N","2016-3"
"Barbus acuticeps",NA,"EN","NT","N","2016-3"
"Barbus claudinae",NA,"EN","VU","N","2016-3"
"Barbus profundus",NA,"DD","LC","N","2016-3"
"Barbus serengetiensis",NA,"VU","LC","N","2016-3"
"Bathyraja mariposa","Butterfly Skate","DD","LC","N","2016-2"
"Bedotia geayi","Zona","VU","EN","N","2016-3"
"Bedotia longianalis","Zona","LC","EN","G","2016-3"
"Bedotia madagascariensis","Zona","NT","EN","N","2016-3"
"Bedotia marojejy",NA,"VU","EN","G","2016-3"
"Beringraja binoculata","Big Skate","NT","LC","N","2016-2"
"Brycinus jacksonii","Victoria Robber","EN","LC","N","2016-3"
"Brycon posadae",NA,"DD","NT","N","2016-1"
"Bryconamericus ichoensis",NA,"LC","DD","N","2016-1"
"Bryconamericus plutarcoi",NA,"VU","LC","N","2016-1"
"Carcharhinus albimarginatus","Silvertip Shark","NT","VU","N","2016-3"
"Chlamydoselachus anguineus","Frilled Shark","NT","LC","N","2016-1"
"Curimata mivartii","Vizcaina","VU","NT","N","2016-1"
"Eleotris pellegrini",NA,"NT","LC","N","2016-3"
"Eremophilus mutisii","Capitán de la Sabana","DD","LC","N","2016-1"
"Etelis carbunculus","Ruby Snapper","DD","LC","N","2016-3"
"Eurypegasus papilio","Hawaiian Sea-moth Fish","DD","LC","N","2016-3"
"Eusphyra blochii","Winghead Shark","NT","EN","G","2016-1"
"Gephyrocharax chaparae",NA,"LC","NT","N","2016-1"
"Glossogobius ankaranensis",NA,"VU","LC","N","2016-3"
"Gobitrichinotus arnoulti",NA,"DD","LC","N","2016-3"
"Haplochromis sp. nov. 'Blue Rockpicker'",NA,"VU","EN","N","2016-3"
"Hemibrycon carrilloi","Sardina","LC","DD","N","2016-1"
"Himantura fai","Pink Whipray","LC","VU","N","2016-1"
"Himantura granulata","Mangrove Whipray","NT","VU","N","2016-1"
"Himantura jenkinsii","Jenkins' Whipray","LC","VU","N","2016-1"
"Hydrolagus ogilbyi","Ogilby's Ghostshark","NT","VU","N","2016-1"
"Hypogaleus hyugaensis","Pencil Shark","NT","LC","N","2016-1"
"Imparfinis spurrellii",NA,"LC","EN","N","2016-1"
"Katria katria","Kataria","VU","EN","G","2016-3"
"Labeo victorianus","Ningu","LC","CR","N","2016-3"
"Lethrinus reticulatus","Red Snout Emperor","DD","LC","N","2016-3"
"Lutjanus analis","Mutton Snapper","VU","NT","N","2016-1"
"Marcusenius victoriae","Victoria Stonebasher","EN","LC","G","2016-3"
"Mobula tarapacana","Chilean Devil Ray","DD","VU","N","2016-1"
"Myliobatis hamlyni","Purple Eagle Ray","EN","NT","N","2016-1"
"Nothobranchius robustus","Red Victoria Nothobranch","DD","LC","N","2016-3"
"Oxylapia polli",NA,"CR","EN","N","2016-3"
"Pachypanchax omalonota",NA,"LC","EN","G","2016-3"
"Pachypanchax patriciae",NA,"VU","EN","N","2016-3"
"Pachypanchax sakaramyi",NA,"CR","EN","N","2016-3"
"Paretroplus dambabe",NA,"EN","CR","G","2016-3"
"Paretroplus damii","Damba","DD","VU","N","2016-3"
"Paretroplus gymnopreopercularis",NA,"EN","CR","G","2016-3"
"Paretroplus lamenabe",NA,"DD","EN","N","2016-3"
"Paretroplus loisellei",NA,"VU","EN","N","2016-3"
"Paretroplus nourissati",NA,"VU","EN","N","2016-3"
"Paretroplus polyactis",NA,"VU","LC","N","2016-3"
"Paretroplus tsimoly",NA,"LC","EN","N","2016-3"
"Pegasus lancifer","Sculptured Dragonfish","DD","LC","N","2016-3"
"Potamotrygon magdalenae","Magdelena Freshwater Stingray","NT","LC","N","2016-1"
"Ptychochromis oligacanthus",NA,"LC","EN","G","2016-3"
"Ptychochromoides betsileanus","Trondo Mainty","CR","CR(PE)","G","2016-3"
"Ptychochromoides itasy",NA,"EX","CR","N","2016-3"
"Ptychochromoides vondrozo",NA,"CR","EN","N","2016-3"
"Raja inornata","California Skate","DD","LC","N","2016-2"
"Raja pita","Pita Skate","CR","DD","N","2016-1"
"Rheocles alaotrensis","Katrana","VU","EN","G","2016-3"
"Rheocles derhami",NA,"VU","CR","G","2016-3"
"Rheocles lateralis","Zona","DD","CR","N","2016-3"
"Rheocles vatosoa",NA,"VU","EN","N","2016-3"
"Rhincodon typus","Whale Shark","VU","EN","G","2016-1"
"Rhizosomichthys totae","Pez Graso","EX","CR(PE)","N","2016-1"
"Sauvagella robusta",NA,"DD","EN","N","2016-3"
"Spatuloricaria euacanthagenys",NA,"LC","DD","N","2016-1"
"Squatina pseudocellata","Western Angel Shark","DD","LC","N","2016-1"
"Stegostoma fasciatum","Zebra Shark","VU","EN","N","2016-3"
"Synodontis victoriae","Lake Victoria Squeaker","NT","LC","N","2016-3"
"Teramulus kieneri","Vily","DD","LC","N","2016-3"
"Trichomycterus chaberti",NA,"DD","LC","N","2016-1"
"Typhleotris pauliani",NA,"EN","CR","N","2016-3"
"Varicorhinus ruandae",NA,"CR","NT","N","2016-3"
"Zaireichthys rotundiceps","Sand Catlet","LC","DD","N","2016-3"
"Africanogyrus rodriguezensis",NA,"EN","VU","N","2016-3"
"Anodonta oregonensis","Oregon Floater","DD","LC","N","2016-3"
"Aspatharia divaricata",NA,"VU","CR","N","2016-3"
"Bellamya phthinotropis",NA,"EN","CR","G","2016-3"
"Biomphalaria stanleyi",NA,"DD","NT","N","2016-3"
"Bulinus browni",NA,"DD","NT","N","2016-3"
"Bulinus cernicus",NA,"LR/nt","LC","N","2016-3"
"Bulinus permembranaceus",NA,"DD","VU","N","2016-3"
"Burnupia caffra",NA,"DD","LC","N","2016-3"
"Ceratophallus concavus",NA,"EN","CR","G","2016-3"
"Ceratophallus crassus",NA,"NT","EN","G","2016-3"
"Ceratophallus kisumiensis",NA,"LC","NT","N","2016-3"
"Ceratophallus subtilis",NA,"DD","CR","N","2016-3"
"Cleopatra cridlandi",NA,"VU","CR","G","2016-3"
"Coelatura alluaudi",NA,"DD","VU","N","2016-3"
"Coelatura cridlandi",NA,"DD","EN","N","2016-3"
"Corbicula lamarckiana",NA,"DD","LC","N","2016-3"
"Gabbiella barthi",NA,"EN","CR","G","2016-3"
"Madagasikara madagascarensis",NA,"LR/nt","EN","N","2016-3"
"Mutela bourguignati",NA,"DD","NT","N","2016-3"
"Pisidium fistulosum",NA,"DD","LC","N","2016-3"
"Pisidium iquito",NA,"DD","LC","N","2016-1"
"Pomacea aldersoni",NA,"DD","LC","N","2016-1"
"Pomacea ocanensis",NA,"DD","CR","N","2016-1"
"Pomacea quinindensis",NA,"DD","VU","N","2016-1"
"Sphaerium regularis",NA,"DD","EN","N","2016-3"
"Sphaerium stuhlmanni",NA,"DD","LC","N","2016-3"
"Acanthagrion peruanum",NA,"DD","LC","N","2016-1"
"Aeolagrion axine",NA,"DD","LC","N","2016-1"
"Agriocnemis palaeforma","Papyrus Wisp","NT","VU","G","2016-3"
"Argia limitata",NA,"DD","LC","N","2016-1"
"Argia variata",NA,"DD","LC","N","2016-1"
"Cora aurea","Black-banded Bannerwing","DD","LC","N","2016-1"
"Euthore fassli",NA,"DD","LC","N","2016-1"
"Heteragrion calendulum",NA,"DD","EN","N","2016-1"
"Heteropodagrion sanguinipes",NA,"EN","LC","N","2016-1"
"Mesagrion leucorrhinum",NA,"VU","LC","N","2016-1"
"Neodythemis nyungwe","Nyungwe Junglewatcher","NT","VU","G","2016-3"
"Ormenophlebia regina",NA,"DD","LC","N","2016-1"
"Oxyagrion tennesseni",NA,"DD","LC","N","2016-1"
"Palaemnema picicaudata",NA,"DD","LC","N","2016-1"
"Philogenia boliviana",NA,"DD","LC","N","2016-1"
"Philogenia buenavista",NA,"DD","LC","N","2016-1"
"Philogenia silvarum",NA,"DD","LC","N","2016-1"
"Polythore lamerceda",NA,"DD","LC","N","2016-1"
"Teinopodagrion angulatum",NA,"DD","LC","N","2016-1"
"Telebasis milleri",NA,"DD","LC","N","2016-1"
"Telebasis versicolor","Forcipate Firetail","DD","LC","N","2016-1"
"Acroneuroptila puddui","Southern Sardinian Cricket","NT","VU","N","2016-3"
"Acroneuroptila sardoa","Northern Sardinian Cricket","NT","VU","N","2016-3"
"Acrostira bellamyi","Gomera Stick Grasshopper","NT","CR","G","2016-3"
"Acrostira tamarani","Gran Canaria Stick Grasshopper","NT","EN","G","2016-3"
"Acrostira tenerifae","Tenerife Stick Grasshopper","CR","EN","N","2016-3"
"Arcyptera alzonai","Piedmont Banded Grasshopper","DD","EN","N","2016-3"
"Arminda hierroensis","Hierro Rock Grasshopper","DD","LC","N","2016-3"
"Baetica ustulata","Sierra Nevada Saddle Bush-cricket","VU","EN","N","2016-3"
"Calliphona koenigi","Tenerife Green Bush=cricket","VU","NT","N","2016-3"
"Canariola nubigena","Canarian Laurel Bush-cricket","VU","NT","N","2016-3"
"Chorthippus acroleucus","White-tipped Grasshopper","VU","CR","N","2016-3"
"Chorthippus cialancensis","Piedmont Grasshopper","LC","NT","N","2016-3"
"Chorthippus parnon","Parnon Grasshopper","LC","NT","N","2016-1"
"Chrysochraon beybienkoi","Calabrian Gold Grasshopper","VU","CR","G","2016-3"
"Cycloptiloides canariensis","Canarian Tiny Cricket","VU","LC","N","2016-3"
"Dolichopoda aegilion","Giglio Cave Cricket","NT","VU","N","2016-3"
"Dolichopoda baccettii","Baccetti's Cave-cricket","DD","VU","N","2016-3"
"Dolichopoda capreensis","Capri Cave-cricket","DD","VU","N","2016-3"
"Dolichopoda giachinoi","Megalo Spilio Cave-cricket","VU","DD","N","2016-1"
"Dolichopoda kiriakii","Kiriaki Cave-cricket","VU","NT","N","2016-1"
"Dolichopoda lustriae","Aghias Andreas Cave-cricket","VU","LC","N","2016-1"
"Dolichopoda muceddai","Mucedda's Cave-cricket","DD","VU","N","2016-3"
"Dolichopoda palpata","Palpate Cave-cricket","LC","DD","N","2016-3"
"Dolichopoda patrizii","Petalas Cave-cricket","VU","LC","N","2016-1"
"Eupholidoptera gemellata","Skaronero Marbled Bush-cricket","DD","VU","N","2016-1"
"Eupholidoptera pallipes","Pale-legged Marbled Bush-cricket","DD","VU","N","2016-1"
"Glyphanus obtusus","Parnassos Stone Grasshopper","VU","EN","N","2016-1"
"Hymenoptila lanzarotensis","Lanzarote Malpais Cricket","VU","NT","N","2016-3"
"Isophya harzi","Cozia Plump Bush-cricket","VU","CR","N","2016-3"
"Isophya lemnotica","Limnos Plump Bush-cricket","VU","LC","N","2016-1"
"Isophya longicaudata","Long-tailed Plump Bush-cricket","VU","NT","N","2016-3"
"Isophya obtusa","Blunt Plump Bush-cricket","LC","VU","N","2016-3"
"Italohippus albicornis","White-horned Italian Grasshopper","NT","EN","N","2016-3"
"Italopodisma baccettii","Baccetti's Apennine Grasshopper","LC","CR","N","2016-3"
"Italopodisma ebneri","Reatine Apennine Grasshopper","LC","CR","N","2016-3"
"Leptophyes calabra","Calabrian Speckled Bush-cricket","NT","CR","N","2016-3"
"Leptophyes lisae","Greek Speckled Bush-cricket","VU","NT","N","2016-1"
"Metaplastes oertzeni","Greek Ornate Bush-cricket","NT","LC","N","2016-1"
"Miramella irena","Long-winged Mountain Grasshopper","VU","LC","N","2016-3"
"Odontopodisma montana","Romanian Mountain Grasshopper","VU","LC","N","2016-3"
"Odontopodisma rubripes","Red-legged Mountain Grasshopper","VU","NT","N","2016-3"
"Poecilimon aegaeus","Aegean Bright Bush-cricket","NT","LC","N","2016-1"
"Poecilimon artedentatus","Pelopponesian Bright Bush-cricket","NT","LC","N","2016-1"
"Poecilimon athos","Athos Bright Bush-cricket","NT","VU","N","2016-1"
"Poecilimon deplanatus","Dodecanese Bright Bush-cricket","NT","LC","N","2016-1"
"Poecilimon ebneri","Ebner's Bright Bush-cricket","LC","EN","N","2016-3"
"Poecilimon erimanthos","Erimanthos Bright Bush-cricket","NT","LC","N","2016-1"
"Poecilimon gerlindae","Gerlind's Bright Bush-cricket","NT","LC","N","2016-1"
"Poecilimon heroicus","Heroic Bright Bush-cricket","LC","NT","N","2016-3"
"Poecilimon ikariensis","Ikaria Bright Bush-cricket","NT","VU","N","2016-1"
"Poecilimon klausgerhardi","Andros Bright Bush-cricket","VU","NT","N","2016-1"
"Poecilimon paros","Paros Bright Bush-cricket","NT","EN","N","2016-1"
"Poecilimon pechevi","Kadiytsa Bright Bush-cricket","VU","CR","N","2016-3"
"Poecilimon soulion","Soulion Bright Bush-cricket","NT","EN","N","2016-1"
"Polysarcus scutatus","Short-tailed Bull Bush-cricket","VU","EN","N","2016-3"
"Prionotropis hystrix","French Stone Grasshopper","EN","VU","N","2016-3"
"Rammeihippus dinaricus","Dinarian Grasshopper","EN","NT","N","2016-3"
"Sphingonotus almeriense","Almeria Sand Grasshopper","VU","EN","N","2016-3"
"Sphingonotus guanchus","Gran Canaria Sand Grasshopper","EN","LC","N","2016-3"
"Sphingonotus picteti","Tenerife Sand Grasshopper","VU","EN","N","2016-3"
"Sphingonotus rugosus","Rugose Sand Grasshopper","VU","EN","N","2016-3"
"Sphingonotus almeriense",NA,"VU","EN","N","2016-3"
"Sphingonotus guanchus",NA,"EN","LC","N","2016-3"
"Sphingonotus picteti",NA,"VU","EN","N","2016-3"
"Sphingonotus rugosus",NA,"VU","EN","N","2016-3"
"Astacoides betsileoensis","Madagascar Freshwater Crayfish","EN","VU","N","2016-3"
"Astacoides caldwelli","Madagascar Freshwater Crayfish","EN","VU","N","2016-3"
"Astacoides crosnieri","Madagascar Freshwater Crayfish","DD","VU","N","2016-3"
"Astacoides hobbsi","Madagascar Freshwater Crayfish","DD","VU","N","2016-3"
"Astacoides madagascarensis","Madagascar Freshwater Crayfish","DD","LC","N","2016-3"
"Boreathelphusa uglowi","Uglow's Crab","VU","EN","N","2016-3"
"Madagapotamon humberti",NA,"VU","LC","N","2016-3"
"Seychellum alluaudi","Alluaud's Freshwater Crab","LC","VU","N","2016-3"
"Limulus polyphemus","American Horeshoe Crab","LR/nt","VU","N","2016-1"
"Acacia mathuataensis",NA,"CR","EN","N","2016-3"
"Aglaia vitiensis",NA,"LR/nt","LC","N","2016-3"
"Aloe helenae",NA,"CR","EN","N","2016-3"
"Aloe suzannae",NA,"CR","EN","N","2016-3"
"Astronidium saulae",NA,"CR","DD","N","2016-3"
"Commidendrum robustum","Gumwood","EN","CR","G","2016-1"
"Commidendrum rotundifolium","Bastard Gumwood","EW","CR","N","2016-1"
"Cynometra falcata",NA,"CR","LC","N","2016-3"
"Cyrtandra denhamii",NA,"VU","CR","N","2016-3"
"Dactyladenia laevis",NA,"VU","EN","N","2016-1"
"Degeneria vitiensis",NA,"VU","LC","G","2016-3"
"Elaeodendron laneanum",NA,"VU","EN","N","2016-3"
"Geniostoma macrophyllum",NA,"LR/nt","LC","N","2016-3"
"Gmelina vitiensis",NA,"LR/nt","LC","N","2016-3"
"Lachanodes arborea","She Cabbage Tree","CR","EW","G","2016-1"
"Magnolia boliviana",NA,"VU","EN","N","2016-1"
"Magnolia calophylla",NA,"VU","EN","N","2016-1"
"Magnolia dixonii",NA,"VU","CR","N","2016-1"
"Magnolia guatapensis",NA,"CR","EN","N","2016-1"
"Magnolia jardinensis",NA,"EN","CR","G","2016-1"
