"name","year","category"
"Libera tumuloides","1994","Ex"
"Liberiictis kuhni","2016","VU"
"Liberiictis kuhni","2012","VU"
"Liberiictis kuhni","2008","VU"
"Liberiictis kuhni","1996","EN"
"Liberiictis kuhni","1994","E"
"Liberiictis kuhni","1990","E"
"Liberiictis kuhni","1988","E"
"Libythea cinyras","1996","EX"
"Libythea cinyras","1994","Ex"
"Libythea cinyras","1990","Ex"
"Libythea cinyras","1988","Ex"
"Libythea cinyras","1986","Ex"
"Ligumia nasuta","2017","VU"
"Ligumia nasuta","1996","LR/nt"
"Ligumia recta","2017","NT"
"Ligumia recta","2012","LC"
"Ligumia recta","1996","LR/nt"
"Limnocythere porphyretica","1996","VU"
"Limnocythere porphyretica","1994","K"
"Limnogale mergulus","2016","VU"
"Limnogale mergulus","2015","VU"
"Limnogale mergulus","2008","VU"
"Limnogale mergulus","2006","VU"
"Limnogale mergulus","1996","EN"
"Limnogale mergulus","1994","I"
"Limnogale mergulus","1990","I"
"Limnogale mergulus","1988","V"
"Limnomys sibuanus","2016","LC"
"Limnomys sibuanus","2008","LC"
"Limnomys sibuanus","1996","LR/lc"
"Limnotrochus thomsoni","2010","LC"
"Limnotrochus thomsoni","2004","LC"
"Limnotrochus thomsoni","1996","EN"
"Limulus polyphemus","2016","VU"
"Limulus polyphemus","1996","LR/nt"
"Limulus polyphemus","1994","K"
"Limulus polyphemus","1990","K"
"Limulus polyphemus","1988","K"
"Limulus polyphemus","1986","K"
"Limulus polyphemus","1983","K"
"Linderiella occidentalis","1996","LR/nt"
"Liobagrus nigricauda","2009","EN"
"Liobagrus nigricauda","1996","EN"
"Liobagrus nigricauda","1994","I"
"Liocypris grandis","1996","EX"
"Liolaemus constanzae","2017","LC"
"Liolaemus constanzae","2010","LC"
"Liolaemus constanzae","1996","DD"
"Liolaemus constanzae","1994","R"
"Liolaemus curis","2017","CR"
"Liolaemus curis","1996","DD"
"Liolaemus curis","1994","R"
"Liolaemus fuscus","2016","LC"
"Liolaemus fuscus","1996","DD"
"Liolaemus fuscus","1994","V"
"Liolaemus hellmichi","2016","VU"
"Liolaemus hellmichi","2010","LC"
"Liolaemus hellmichi","1996","DD"
"Liolaemus hellmichi","1994","R"
"Liolaemus huacahuasicus","2016","LC"
"Liolaemus huacahuasicus","1996","VU"
"Liolaemus huacahuasicus","1994","R"
"Liolaemus kuhlmanni","2019","DD"
"Liolaemus kuhlmanni","1996","DD"
"Liolaemus kuhlmanni","1994","V"
"Liolaemus lemniscatus","2016","LC"
"Liolaemus lemniscatus","1996","DD"
"Liolaemus lemniscatus","1994","V"
"Liolaemus leopardinus","2016","EN"
"Liolaemus leopardinus","1996","DD"
"Liolaemus leopardinus","1994","V"
"Liolaemus lorenzmuelleri","2016","EN"
"Liolaemus lorenzmuelleri","1996","DD"
"Liolaemus lorenzmuelleri","1994","R"
"Liolaemus lutzae","2000","VU"
"Liolaemus lutzae","1996","DD"
"Liolaemus lutzae","1994","K"
"Liolaemus nitidus","2016","LC"
"Liolaemus nitidus","1996","DD"
"Liolaemus nitidus","1994","V"
"Liolaemus paulinae","2017","CR"
"Liolaemus paulinae","1996","DD"
"Liolaemus paulinae","1994","R"
"Liolaemus rabinoi","2016","CR"
"Liolaemus rabinoi","1996","VU"
"Liolaemus rabinoi","1994","I"
"Liolaemus walkeri","2017","NT"
"Liolaemus walkeri","1996","DD"
"Liolaemus walkeri","1994","K"
"Liolaemus zapallarensis","2016","LC"
"Liolaemus zapallarensis","1996","DD"
"Liolaemus zapallarensis","1994","V"
"Heteromys adspersus","2016","LC"
"Heteromys adspersus","2008","LC"
"Heteromys adspersus","1996","LR/nt"
"Heteromys irroratus","2016","LC"
"Heteromys irroratus","2008","LC"
"Heteromys irroratus","1996","LR/lc"
"Heteromys pictus","2016","LC"
"Heteromys pictus","2008","LC"
"Heteromys pictus","1996","LR/lc"
"Heteromys salvini","2016","LC"
"Heteromys salvini","2008","LC"
"Heteromys salvini","1996","LR/lc"
"Heteromys spectabilis","2018","EN"
"Heteromys spectabilis","2008","EN"
"Heteromys spectabilis","1996","LR/nt"
"Lionycteris spurrelli","2018","LC"
"Lionycteris spurrelli","2008","LC"
"Lionycteris spurrelli","1996","LR/lc"
"Erythrolamprus cursor","2016","CR"
"Erythrolamprus cursor","1996","CR"
"Erythrolamprus cursor","1994","E"
"Erythrolamprus ornatus","2016","CR"
"Erythrolamprus ornatus","1996","EN"
"Erythrolamprus ornatus","1994","E"
"Erythrolamprus perfuscus","2016","EX"
"Erythrolamprus perfuscus","1996","EN"
"Erythrolamprus perfuscus","1994","I"
"Lioplax cyclostomaformis","1996","VU"
"Lioplax cyclostomaformis","1994","I"
"Liosaccus pachygaster","1996","VU"
"Haplochromis maxillaris","2010","VU"
"Haplochromis maxillaris","1996","CR"
"Lipotes vexillifer","2017","CR"
"Lipotes vexillifer","2008","CR"
"Lipotes vexillifer","2007","CR"
"Lipotes vexillifer","2006","CR"
"Lipotes vexillifer","1996","CR"
"Lipotes vexillifer","1994","E"
"Lipotes vexillifer","1990","E"
"Lipotes vexillifer","1988","E"
"Lipotes vexillifer","1986","E"
"Lirceus culveri","1996","VU"
"Lirceus culveri","1994","I"
"Lirceus culveri","1990","I"
"Lirceus culveri","1988","I"
"Lirceus culveri","1986","I"
"Lirceus usdagalun","1996","EN"
"Lirceus usdagalun","1994","E"
"Lirceus usdagalun","1990","I"
"Lirceus usdagalun","1988","I"
"Lirceus usdagalun","1986","I"
"Lissemys scutata","2000","DD"
"Lissemys scutata","1996","DD"
"Lissodelphis borealis","2018","LC"
"Lissodelphis borealis","2012","LC"
"Lissodelphis borealis","2008","LC"
"Lissodelphis borealis","1996","LR/lc"
"Lissodelphis borealis","1994","K"
"Lissodelphis peronii","2018","LC"
"Lissodelphis peronii","2012","DD"
"Lissodelphis peronii","2008","DD"
"Lissodelphis peronii","1996","DD"
"Lissodelphis peronii","1994","K"
"Lithasia armigera","1996","VU"
"Lithasia armigera","1994","I"
"Lithasia armigera","1990","I"
"Lithasia armigera","1988","I"
"Lithasia armigera","1986","I"
"Lithasia duttoniana","1996","VU"
"Lithasia duttoniana","1994","I"
"Lithasia duttoniana","1990","I"
"Lithasia duttoniana","1988","I"
"Lithasia duttoniana","1986","I"
"Lithasia geniculata","2000","LR/nt"
"Lithasia geniculata","1996","VU"
"Lithasia geniculata","1994","I"
"Lithasia geniculata","1990","I"
"Lithasia geniculata","1988","I"
"Lithasia geniculata","1986","I"
"Lithasia jayana","2011","DD"
"Lithasia jayana","1996","VU"
"Lithasia jayana","1994","E"
"Lithasia jayana","1990","E"
"Lithasia jayana","1988","E"
"Lithasia jayana","1986","I"
"Lithasia lima","2011","DD"
"Lithasia lima","1996","VU"
"Lithasia lima","1994","E"
"Lithasia lima","1990","E"
"Lithasia lima","1988","E"
"Lithasia lima","1986","I"
"Lithasia salebrosa","1996","VU"
"Lithasia salebrosa","1994","E"
"Lithasia salebrosa","1990","E"
"Lithasia salebrosa","1988","E"
"Lithasia salebrosa","1986","I"
"Lithasia verrucosa","2011","LC"
"Lithasia verrucosa","1996","VU"
"Lithasia verrucosa","1994","I"
"Lithasia verrucosa","1990","I"
"Lithasia verrucosa","1988","I"
"Lithasia verrucosa","1986","I"
"Lithasia curta","2000","DD"
"Lithasia curta","1996","VU"
"Lithasia curta","1994","I"
"Lithognathus lithognathus","2014","EN"
"Lithognathus lithognathus","1996","LR/cd"
"Litocranius walleri","2016","NT"
"Litocranius walleri","2008","NT"
"Litocranius walleri","1996","LR/cd"
"Litoria aurea","2004","VU"
"Litoria aurea","2002","VU"
"Litoria aurea","1996","LR/nt"
"Litoria aurea","1994","K"
"Litoria brevipalmata","2004","EN"
"Litoria brevipalmata","2002","EN"
"Litoria brevipalmata","1996","LR/nt"
"Litoria brevipalmata","1994","V"
"Litoria castanea","2004","CR"
"Litoria castanea","2002","CR"
"Litoria castanea","1996","CR"
"Litoria castanea","1996","LR/lc"
"Litoria castanea","1994","K"
"Litoria dentata","2004","LC"
"Litoria dentata","2002","LC"
"Litoria dentata","1996","LR/lc"
"Litoria dentata","1994","K"
"Litoria lesueurii","2004","LC"
"Litoria lesueurii","2002","LC"
"Litoria lesueurii","1996","LR/lc"
"Litoria lesueurii","1994","K"
"Litoria nannotis","2004","EN"
"Litoria nannotis","2002","EN"
"Litoria nannotis","1996","EN"
"Litoria nannotis","1994","V"
"Litoria nyakalensis","2004","CR"
"Litoria nyakalensis","2002","CR"
"Litoria nyakalensis","1996","CR"
"Litoria nyakalensis","1994","E"
"Litoria pearsoniana","2004","NT"
"Litoria pearsoniana","2002","NT"
"Litoria pearsoniana","1996","VU"
"Litoria pearsoniana","1994","V"
"Litoria piperata","2004","CR"
"Litoria piperata","2002","CR"
"Litoria piperata","1996","CR"
"Litoria piperata","1994","V"
"Litoria raniformis","2004","EN"
"Litoria raniformis","2002","EN"
"Litoria raniformis","1996","EN"
"Litoria raniformis","1994","K"
"Litoria rheocola","2004","EN"
"Litoria rheocola","2002","EN"
"Litoria rheocola","1996","EN"
"Litoria rheocola","1994","V"
"Litoria spenceri","2004","CR"
"Litoria spenceri","2002","CR"
"Litoria spenceri","1996","VU"
"Litoria spenceri","1994","E"
"Litoria verreauxii","2004","LC"
"Litoria verreauxii","1996","LR/lc"
"Litoria verreauxii","1994","K"
"Litoria lorica","2004","CR"
"Litoria lorica","2002","CR"
"Litoria lorica","1996","CR"
"Alzoniella elliptica","2010","VU"
"Alzoniella elliptica","1996","VU"
"Alzoniella elliptica","1994","I"
"Alzoniella elliptica","1990","I"
"Littoraria flammea","1996","EX"
"Littoridina gaudichaudii","1996","EX"
"Liza luciae","1996","EN"
"Liza luciae","1994","R"
"Hauffenia danubialis","2010","VU"
"Hauffenia danubialis","1996","EN"
"Hauffenia danubialis","1994","E"
"Lobodon carcinophaga","2015","LC"
"Lobodon carcinophaga","2008","LC"
"Lobodon carcinophaga","1996","LR/lc"
"Lonchophylla bokermanni","2016","EN"
"Lonchophylla bokermanni","2008","DD"
"Lonchophylla bokermanni","1996","VU"
"Lonchophylla dekeyseri","2016","EN"
"Lonchophylla dekeyseri","2008","NT"
"Lonchophylla dekeyseri","1996","VU"
"Lonchophylla handleyi","2018","LC"
"Lonchophylla handleyi","2008","LC"
"Lonchophylla handleyi","1996","VU"
"Lonchophylla hesperia","2015","NT"
"Lonchophylla hesperia","2010","NT"
"Lonchophylla hesperia","2008","VU"
"Lonchophylla hesperia","1996","VU"
"Lonchophylla mordax","2016","NT"
"Lonchophylla mordax","2008","LC"
"Lonchophylla mordax","1996","LR/lc"
"Lonchophylla robusta","2015","LC"
"Lonchophylla robusta","2008","LC"
"Lonchophylla robusta","1996","LR/lc"
"Lonchophylla thomasi","2015","LC"
"Lonchophylla thomasi","2008","LC"
"Lonchophylla thomasi","1996","LR/lc"
"Lonchorhina aurita","2015","LC"
"Lonchorhina aurita","2008","LC"
"Lonchorhina aurita","1996","LR/lc"
"Lonchorhina fernandezi","2016","EN"
"Lonchorhina fernandezi","2008","EN"
"Lonchorhina fernandezi","1996","VU"
"Lonchorhina marinkellei","2016","VU"
"Lonchorhina marinkellei","2008","EN"
"Lonchorhina marinkellei","1996","VU"
"Lonchorhina orinocensis","2016","VU"
"Lonchorhina orinocensis","2008","VU"
"Lonchorhina orinocensis","1996","LR/nt"
"Lonchothrix emiliae","2016","LC"
"Lonchothrix emiliae","2008","LC"
"Lonchothrix emiliae","1996","LR/lc"
"Lontra canadensis","2015","LC"
"Lontra canadensis","2008","LC"
"Lontra canadensis","2004","LC"
"Lontra canadensis","2000","LR/lc"
"Lontra felina","2015","EN"
"Lontra felina","2008","EN"
"Lontra felina","2004","EN"
"Lontra felina","2000","EN"
"Lontra felina","1996","EN"
"Lontra felina","1994","V"
"Lontra felina","1990","V"
"Lontra felina","1988","V"
"Lontra felina","1986","V"
"Lontra felina","1982","V"
"Lontra longicaudis","2015","NT"
"Lontra longicaudis","2008","DD"
"Lontra longicaudis","2004","DD"
"Lontra longicaudis","2000","DD"
"Lontra longicaudis","1996","LR/lc"
"Lontra longicaudis","1994","V"
"Lontra longicaudis","1990","V"
"Lontra longicaudis","1988","V"
"Lontra longicaudis","1986","V"
"Lontra longicaudis","1982","V"
"Lontra provocax","2015","EN"
"Lontra provocax","2008","EN"
"Lontra provocax","2004","EN"
"Lontra provocax","2000","EN"
"Lontra provocax","1996","VU"
"Lontra provocax","1994","V"
"Lontra provocax","1990","V"
"Lontra provocax","1988","V"
"Lontra provocax","1986","I"
"Lontra provocax","1982","I"
"Lophiomys imhausi","2016","LC"
"Lophiomys imhausi","2008","LC"
"Lophiomys imhausi","2004","LC"
"Lophiomys imhausi","1996","LR/lc"
"Lophocebus albigena","2019","VU"
"Lophocebus albigena","2008","LC"
"Lophocebus albigena","2000","LR/lc"
"Lophocebus albigena","1996","LR/lc"
"Lophocebus albigena","1988","nt"
"Lophocebus aterrimus","2019","VU"
"Lophocebus aterrimus","2008","NT"
"Lophocebus aterrimus","1996","LR/nt"
"Lophocebus aterrimus","1994","K"
"Lophocebus aterrimus","1990","K"
"Lophocebus aterrimus","1988","K"
"Lophocebus aterrimus","1986","K"
"Lophuromys cinereus","2016","DD"
"Lophuromys cinereus","2008","DD"
"Lophuromys cinereus","2004","DD"
"Lophuromys cinereus","1996","DD"
"Lophuromys cinereus","1994","K"
"Lophuromys medicaudatus","2016","VU"
"Lophuromys medicaudatus","2008","VU"
"Lophuromys medicaudatus","2004","NT"
"Lophuromys medicaudatus","1996","LR/nt"
"Lophuromys medicaudatus","1994","R"
"Lophuromys melanonyx","2016","VU"
"Lophuromys melanonyx","2008","VU"
"Lophuromys melanonyx","2004","VU"
"Lophuromys melanonyx","1996","LR/nt"
"Lophuromys melanonyx","1994","R"
"Lophuromys rahmi","2016","NT"
"Lophuromys rahmi","2008","EN"
"Lophuromys rahmi","2004","NT"
"Lophuromys rahmi","1996","LR/nt"
"Lophuromys rahmi","1994","R"
"Lophuromys luteogaster","2016","LC"
"Lophuromys luteogaster","2008","LC"
"Lophuromys luteogaster","2004","LC"
"Lophuromys luteogaster","1996","LR/lc"
"Lophuromys nudicaudus","2016","LC"
"Lophuromys nudicaudus","2008","LC"
"Lophuromys nudicaudus","2004","LC"
"Lophuromys nudicaudus","1996","LR/lc"
"Lophuromys sikapusi","2016","LC"
"Lophuromys sikapusi","2008","LC"
"Lophuromys sikapusi","2004","LC"
"Lophuromys sikapusi","1996","LR/lc"
"Lophuromys woosnami","2016","LC"
"Lophuromys woosnami","2008","LC"
"Lophuromys woosnami","2004","LC"
"Lophuromys woosnami","1996","LR/lc"
"Lorentzimys nouhuysi","2016","LC"
"Lorentzimys nouhuysi","2008","LC"
"Lorentzimys nouhuysi","1996","LR/lc"
"Loris tardigradus","2008","EN"
"Loris tardigradus","2004","EN"
"Loris tardigradus","2000","VU"
"Loris tardigradus","1996","VU"
"Lottia alveus","1996","EX"
"Lottia alveus","1994","Ex"
"Louisea edeaensis","2008","EN"
"Louisea edeaensis","1996","CR"
"Lovenula excellens","1996","VU"
"Lovenula simplex","1996","VU"
"Loxodonta africana","2008","VU"
"Loxodonta africana","2004","VU"
"Loxodonta africana","1996","EN"
"Loxodonta africana","1994","V"
"Loxodonta africana","1990","V"
"Loxodonta africana","1988","V"
"Loxodonta africana","1986","V"
"Lucania interioris","2019","EN"
"Lucania interioris","1996","CR"
"Lucania interioris","1994","E"
"Lucania interioris","1990","E"
"Lucania interioris","1988","V"
"Lucania interioris","1986","V"
"Luchuena hachijoensis","1996","DD"
"Lucifuga spelaeotes","2015","VU"
"Lucifuga spelaeotes","1996","VU"
"Lucifuga spelaeotes","1994","I"
"Lucifuga simile","2015","CR"
"Lucifuga simile","1996","VU"
"Lucifuga subterranea","1996","VU"
"Lucifuga teresinarum","1996","VU"
"Luciogobius albus","2019","CR"
"Luciogobius albus","1996","DD"
"Luciogobius pallidus","1996","DD"
"Luehdorfia chinensis","1996","DD"
"Luehdorfia chinensis","1994","K"
"Luehdorfia chinensis","1990","K"
"Luehdorfia chinensis","1988","K"
"Luehdorfia chinensis","1986","K"
"Luehdorfia chinensis","1985","K"
"Luehdorfia japonica","1996","LR/nt"
"Luehdorfia japonica","1994","I"
"Luehdorfia japonica","1990","I"
"Luehdorfia japonica","1988","I"
"Luehdorfia japonica","1986","I"
"Luehdorfia japonica","1985","V"
"Lutilodix imitratrix","1996","EN"
"Lutjanus analis","2016","NT"
"Lutjanus analis","1996","VU"
"Lutjanus cyanopterus","2016","VU"
"Lutjanus cyanopterus","1996","VU"
"Lutodrilus multivesiculatus","1996","LR/nt"
"Lutodrilus multivesiculatus","1994","R"
"Lutodrilus multivesiculatus","1990","R"
"Lutodrilus multivesiculatus","1988","R"
"Lutodrilus multivesiculatus","1986","R"
"Lutra lutra","2015","NT"
"Lutra lutra","2008","NT"
"Lutra lutra","2004","NT"
"Lutra lutra","2000","VU"
"Lutra lutra","1996","LR/lc"
"Hydrictis maculicollis","2015","NT"
"Hydrictis maculicollis","2008","LC"
"Hydrictis maculicollis","2004","LC"
"Hydrictis maculicollis","2000","VU"
"Hydrictis maculicollis","1996","LR/lc"
"Lutra sumatrana","2015","EN"
"Lutra sumatrana","2008","EN"
"Lutra sumatrana","2004","DD"
"Lutra sumatrana","2000","DD"
"Lutra sumatrana","1996","VU"
"Lutra sumatrana","1994","K"
"Lutra sumatrana","1990","K"
"Lutra sumatrana","1988","K"
"Lutrogale perspicillata","2015","VU"
"Lutrogale perspicillata","2008","VU"
"Lutrogale perspicillata","2004","VU"
"Lutrogale perspicillata","2000","VU"
"Lutrogale perspicillata","1996","VU"
"Lutrogale perspicillata","1994","K"
"Lutrogale perspicillata","1990","K"
"Lutrogale perspicillata","1988","K"
"Lycaena dispar","1996","LR/nt"
"Lycaena dispar","1994","E"
"Lycaena dispar","1990","E"
"Lycaena dispar","1988","E"
"Lycaena dispar","1986","E"
"Lycaena hermes","1996","VU"
"Lycaena hermes","1994","R"
"Lycaena hermes","1990","I"
"Lycaena hermes","1988","I"
"Lycaena hermes","1986","I"
"Lycaon pictus","2012","EN"
"Lycaon pictus","2008","EN"
"Lycaon pictus","2004","EN"
"Lycaon pictus","1996","EN"
"Lycaon pictus","1994","E"
"Lycaon pictus","1990","E"
"Lycaon pictus","1988","V"
"Lycaon pictus","1986","V"
"Lycosa ericeticola","1996","DD"
"Lycosa ericeticola","1994","I"
"Lycosa ericeticola","1990","I"
"Lycosa ericeticola","1988","I"
"Lycosa ericeticola","1986","I"
"Lygodactylus methueni","2018","DD"
"Lygodactylus methueni","2017","VU"
"Lygodactylus methueni","1996","VU"
"Lygodactylus methueni","1994","V"
"Lygosoma haroldyoungi","2018","LC"
"Lygosoma haroldyoungi","2010","LC"
"Lygosoma haroldyoungi","1996","DD"
"Lygosoma haroldyoungi","1994","K"
"Lygosoma koratense","2018","LC"
"Lygosoma koratense","2010","LC"
"Lygosoma koratense","1996","DD"
"Lygosoma koratense","1994","K"
"Lynx canadensis","2016","LC"
"Lynx canadensis","2015","LC"
"Lynx canadensis","2008","LC"
"Lynx canadensis","2002","LC"
"Lynx canadensis","1996","LR/lc"
"Lynx lynx","2015","LC"
"Lynx lynx","2008","LC"
"Lynx lynx","2002","NT"
"Lynx lynx","1996","LR/lc"
"Lynx pardinus","2015","EN"
"Lynx pardinus","2008","CR"
"Lynx pardinus","2006","CR"
"Lynx pardinus","2002","CR"
"Lynx pardinus","1996","EN"
"Lynx pardinus","1994","E"
"Lynx pardinus","1990","E"
"Lynx pardinus","1988","E"
"Lynx pardinus","1986","E"
"Lynx pardinus","1965",NA
"Lynx rufus","2016","LC"
"Lynx rufus","2008","LC"
"Lynx rufus","2002","LC"
"Lynx rufus","1996","LR/lc"
"Lyriothemis tricolor","2006","LC"
"Lyriothemis tricolor","1996","EN"
"Lyriothemis tricolor","1994","R"
"Lyropupa perlonga","1996","EX"
"Lyropupa perlonga","1994","Ex"
"Lyropupa anceyana","1996","DD"
"Lyropupa clathratula","1996","DD"
"Lyropupa hawaiiensis","1996","DD"
"Lyropupa lyrata","1996","DD"
"Lyropupa microthauma","1996","DD"
"Lyropupa mirabilis","1996","DD"
"Lyropupa prisca","1996","DD"
"Lyropupa rhabdota","1996","DD"
"Lyropupa scabra","1996","DD"
"Lyropupa spaldingi","1996","DD"
"Lyropupa sparna","1996","DD"
"Lyropupa striatula","1996","DD"
"Lyropupa thaanumi","1996","DD"
"Lyropupa truncata","1996","DD"
"Lythrurus snelsoni","2014","LC"
"Lythrurus snelsoni","1996","VU"
"Lythrurus snelsoni","1994","R"
"Lythrurus snelsoni","1990","R"
"Macaca arctoides","2008","VU"
"Macaca arctoides","2000","VU"
"Macaca arctoides","1996","VU"
"Macaca arctoides","1994","K"
"Macaca assamensis","2008","NT"
"Macaca assamensis","2000","VU"
"Macaca assamensis","1996","VU"
"Macaca cyclopis","2008","LC"
"Macaca cyclopis","2000","VU"
"Macaca cyclopis","1996","VU"
"Macaca cyclopis","1994","V"
"Macaca cyclopis","1990","V"
"Macaca cyclopis","1988","V"
"Macaca fascicularis","2008","LC"
"Macaca fascicularis","2000","LR/nt"
"Macaca fascicularis","1996","LR/nt"
"Macaca fuscata","2008","LC"
"Macaca fuscata","2000","DD"
"Macaca fuscata","1996","EN"
"Macaca fuscata","1994","V"
"Macaca maura","2008","EN"
"Macaca maura","2000","EN"
"Macaca maura","1996","EN"
"Macaca maura","1996","VU"
"Macaca maura","1994","V"
"Macaca maura","1990","V"
"Macaca maura","1988","V"
"Macaca mulatta","2008","LC"
"Macaca mulatta","2000","LR/nt"
"Macaca mulatta","1996","LR/nt"
"Macaca nemestrina","2008","VU"
"Macaca nemestrina","2000","VU"
"Macaca nemestrina","1996","VU"
"Macaca nemestrina","1994","CT"
"Macaca nigra","2008","CR"
"Macaca nigra","2000","EN"
"Macaca nigra","1996","EN"
"Macaca nigra","1994","I"
"Macaca ochreata","2008","VU"
"Macaca ochreata","2000","DD"
"Macaca ochreata","1996","DD"
"Macaca radiata","2008","LC"
"Macaca radiata","2000","LR/lc"
"Macaca radiata","1996","LR/lc"
"Macaca silenus","2008","EN"
"Macaca silenus","2004","EN"
"Macaca silenus","2000","EN"
"Macaca silenus","1996","EN"
"Macaca silenus","1994","V"
"Macaca silenus","1990","E"
"Macaca silenus","1988","E"
"Macaca silenus","1986","E"
"Macaca sinica","2008","EN"
"Macaca sinica","2000","VU"
"Macaca sinica","1996","LR/nt"
"Macaca sylvanus","2008","EN"
"Macaca sylvanus","2000","VU"
"Macaca sylvanus","1996","VU"
"Macaca sylvanus","1994","V"
"Macaca sylvanus","1990","V"
"Macaca sylvanus","1988","V"
"Macaca sylvanus","1986","V"
"Macaca thibetana","2008","NT"
"Macaca thibetana","2000","LR/cd"
"Macaca thibetana","1996","LR/cd"
"Macaca thibetana","1994","K"
"Macaca thibetana","1990","K"
"Macaca thibetana","1988","K"
"Macaca tonkeana","2008","VU"
"Macaca tonkeana","2000","LR/nt"
"Macaca tonkeana","1996","LR/nt"
"Macaca nigrescens","2008","VU"
"Macaca nigrescens","2000","LR/cd"
"Macaca nigrescens","1996","LR/cd"
"Macaca hecki","2008","VU"
"Macaca hecki","2000","LR/nt"
"Macaca hecki","1996","LR/nt"
"Macaca hecki","1994","V"
"Macaca hecki","1990","V"
"Macaca hecki","1988","V"
"Maccullochella ikei","2019","EN"
"Maccullochella ikei","1996","EN"
"Maccullochella ikei","1994","E"
"Maccullochella ikei","1990","E"
"Maccullochella ikei","1988","E"
"Maccullochella macquariensis","2019","VU"
"Maccullochella macquariensis","1996","EN"
"Maccullochella macquariensis","1994","E"
"Maccullochella macquariensis","1990","E"
"Maccullochella macquariensis","1988","E"
"Maccullochella peelii","2019","LC"
"Maccullochella peelii","1996","CR"
"Maccullochella peelii","1994","E"
"Maccullochella peelii","1990","I"
"Maccullochella peelii","1988","I"
"Macquaria australasica","2019","EN"
"Macquaria australasica","1996","DD"
"Macquaria australasica","1994","K"
"Macrancylus linearis","2014","LC"
"Macrancylus linearis","1996","EX"
"Macrancylus linearis","1994","Ex"
"Macrancylus linearis","1990","Ex"
"Macrancylus linearis","1988","Ex"
"Macrancylus linearis","1986","Ex"
"Macrhybopsis gelida","2014","LC"
"Macrhybopsis gelida","1996","VU"
"Macrhybopsis gelida","1994","V"
"Macrhybopsis gelida","1990","V"
"Macrhybopsis meeki","2014","LC"
"Macrhybopsis meeki","1996","LR/nt"
"Macrhybopsis meeki","1994","V"
"Macrhybopsis meeki","1990","V"
"Macrobaenetes kelsoensis","1996","VU"
"Macrobaenetes kelsoensis","1994","I"
"Macrobaenetes kelsoensis","1990","I"
"Macrobaenetes kelsoensis","1988","I"
"Macrobaenetes kelsoensis","1986","I"
"Macrobaenetes valgum","1996","VU"
"Macrobaenetes valgum","1994","I"
"Macrobaenetes valgum","1990","I"
"Macrobaenetes valgum","1988","I"
"Macrobaenetes valgum","1986","I"
"Macrochelys temminckii","1996","VU"
"Macrochelys temminckii","1994","V"
"Macrochelys temminckii","1990","V"
"Macrochelys temminckii","1988","V"
"Macroderma gigas","2019","VU"
"Macroderma gigas","2008","VU"
"Macroderma gigas","1996","VU"
"Macroderma gigas","1994","V"
"Macroderma gigas","1990","V"
"Macroderma gigas","1988","V"
"Macroderma gigas","1986","V"
"Macroderma gigas","1982","V"
"Macrodontia cervicornis","1996","VU"
"Macrodontia cervicornis","1994","K"
"Macrodontia cervicornis","1990","K"
"Macrodontia cervicornis","1988","K"
"Macrodontia cervicornis","1986","K"
"Macrogalidia musschenbroekii","2015","VU"
"Macrogalidia musschenbroekii","2008","VU"
"Macrogalidia musschenbroekii","1996","VU"
"Macrogalidia musschenbroekii","1994","R"
"Macrogalidia musschenbroekii","1990","R"
"Macrogalidia musschenbroekii","1988","R"
"Macrogalidia musschenbroekii","1986","R"
"Macroglossus minimus","2008","LC"
"Macroglossus minimus","1996","LR/lc"
"Macroglossus sobrinus","2008","LC"
"Macroglossus sobrinus","1996","LR/lc"
"Macrognathus aral","2010","LC"
"Macrognathus aral","1996","DD"
"Macrognathus aral","1994","E"
"Macromia margarita","2018","LC"
"Macromia margarita","2009","NT"
"Macromia margarita","2007","NT"
"Macromia margarita","1996","LR/nt"
"Macromia margarita","1994","R"
"Macromia margarita","1990","R"
"Macromia margarita","1988","R"
"Macromia margarita","1986","R"
"Macromia splendens","2010","VU"
"Macromia splendens","2006","VU"
"Macromia splendens","1996","VU"
"Macromia splendens","1994","R"
"Macromia splendens","1990","R"
"Macromia splendens","1988","R"
"Macromia splendens","1986","V"
"Macromia splendens","1983","R"
"Macromia kubokaiya","1996","EN"
"Macromia kubokaiya","1994","R"
"Macromia urania","2011","LC"
"Macromia urania","2006","LC"
"Macromia urania","1996","EN"
"Macromia urania","1994","R"
"Macroperipatus insularis","1996","EN"
"Macroperipatus insularis","1994","R"
"Macrophyllum macrophyllum","2015","LC"
"Macrophyllum macrophyllum","2008","LC"
"Macrophyllum macrophyllum","1996","LR/lc"
"Haplochromis bicolor","2016","VU"
"Haplochromis bicolor","2010","VU"
"Haplochromis bicolor","2006","CR"
"Haplochromis bicolor","1996","CR"
"Macropus bernardus","2016","NT"
"Macropus bernardus","2008","NT"
"Macropus bernardus","1996","LR/nt"
"Macropus greyi","2016","EX"
"Macropus greyi","2008","EX"
"Macropus greyi","1996","EX"
"Macropus greyi","1994","Ex"
"Macropus greyi","1990","Ex"
"Macropus greyi","1988","Ex"
"Macropus greyi","1986","Ex"
"Macropus greyi","1982","Ex"
"Macropus irma","2016","LC"
"Macropus irma","2008","LC"
"Macropus irma","1996","LR/nt"
"Macropus parma","2019","NT"
"Macropus parma","2008","NT"
"Macropus parma","1996","LR/nt"
"Macropus parma","1994","R"
"Macropus parma","1965",NA
