"name","before","after","N/G","year","state1","state2","result.year"
"Rhombophryne serratopalpebrosa","VU","EN","N","2016-1",3,4,2016
"Rhombophryne testudo","VU","EN","N","2016-1",3,4,2016
"Scaphiophryne menabensis","VU","LC","N","2016-3",3,1,2016
"Scolecomorphus uluguruensis","LC","EN","N","2016-1",1,4,2016
"Spinomantis elegans","VU","NT","N","2016-1",3,2,2016
"Spinomantis guibei","EN","VU","N","2016-1",4,3,2016
"Sylvacaecilia grandisonae","DD","LC","N","2016-1",0,1,2016
"Theloderma stellatum","NT","LC","N","2016-3",2,1,2016
"Thorius insperatus","DD","CR","N","2016-1",0,5,2016
"Thorius minydemus","CR","EN","N","2016-1",5,4,2016
"Tsingymantis antitra","VU","EN","N","2016-1",3,4,2016
"Tylototriton vietnamensis","NT","EN","N","2016-3",2,4,2016
"Ancharius fuscus","DD","LC","N","2016-3",0,1,2016
"Apristurus australis","DD","LC","N","2016-1",0,1,2016
"Apristurus melanoasper","DD","LC","N","2016-1",0,1,2016
"Arius festinus","EN","CR","G","2016-3",4,5,2016
"Arius uncinatus","EN","CR","N","2016-3",4,5,2016
"Barbus acuticeps","EN","NT","N","2016-3",4,2,2016
"Barbus claudinae","EN","VU","N","2016-3",4,3,2016
"Barbus profundus","DD","LC","N","2016-3",0,1,2016
"Barbus serengetiensis","VU","LC","N","2016-3",3,1,2016
"Bathyraja mariposa","DD","LC","N","2016-2",0,1,2016
"Bedotia geayi","VU","EN","N","2016-3",3,4,2016
"Bedotia longianalis","LC","EN","G","2016-3",1,4,2016
"Bedotia madagascariensis","NT","EN","N","2016-3",2,4,2016
"Bedotia marojejy","VU","EN","G","2016-3",3,4,2016
"Beringraja binoculata","NT","LC","N","2016-2",2,1,2016
"Brycinus jacksonii","EN","LC","N","2016-3",4,1,2016
"Brycon posadae","DD","NT","N","2016-1",0,2,2016
"Bryconamericus ichoensis","LC","DD","N","2016-1",1,0,2016
"Bryconamericus plutarcoi","VU","LC","N","2016-1",3,1,2016
"Carcharhinus albimarginatus","NT","VU","N","2016-3",2,3,2016
"Chlamydoselachus anguineus","NT","LC","N","2016-1",2,1,2016
"Curimata mivartii","VU","NT","N","2016-1",3,2,2016
"Eleotris pellegrini","NT","LC","N","2016-3",2,1,2016
"Eremophilus mutisii","DD","LC","N","2016-1",0,1,2016
"Etelis carbunculus","DD","LC","N","2016-3",0,1,2016
"Eurypegasus papilio","DD","LC","N","2016-3",0,1,2016
"Eusphyra blochii","NT","EN","G","2016-1",2,4,2016
"Gephyrocharax chaparae","LC","NT","N","2016-1",1,2,2016
"Glossogobius ankaranensis","VU","LC","N","2016-3",3,1,2016
"Gobitrichinotus arnoulti","DD","LC","N","2016-3",0,1,2016
"Haplochromis sp. nov. 'Blue Rockpicker'","VU","EN","N","2016-3",3,4,2016
"Hemibrycon carrilloi","LC","DD","N","2016-1",1,0,2016
"Himantura fai","LC","VU","N","2016-1",1,3,2016
"Himantura granulata","NT","VU","N","2016-1",2,3,2016
"Himantura jenkinsii","LC","VU","N","2016-1",1,3,2016
"Hydrolagus ogilbyi","NT","VU","N","2016-1",2,3,2016
"Hypogaleus hyugaensis","NT","LC","N","2016-1",2,1,2016
"Imparfinis spurrellii","LC","EN","N","2016-1",1,4,2016
"Katria katria","VU","EN","G","2016-3",3,4,2016
"Labeo victorianus","LC","CR","N","2016-3",1,5,2016
"Lethrinus reticulatus","DD","LC","N","2016-3",0,1,2016
"Lutjanus analis","VU","NT","N","2016-1",3,2,2016
"Marcusenius victoriae","EN","LC","G","2016-3",4,1,2016
"Mobula tarapacana","DD","VU","N","2016-1",0,3,2016
"Myliobatis hamlyni","EN","NT","N","2016-1",4,2,2016
"Nothobranchius robustus","DD","LC","N","2016-3",0,1,2016
"Oxylapia polli","CR","EN","N","2016-3",5,4,2016
"Pachypanchax omalonota","LC","EN","G","2016-3",1,4,2016
"Pachypanchax patriciae","VU","EN","N","2016-3",3,4,2016
"Pachypanchax sakaramyi","CR","EN","N","2016-3",5,4,2016
"Paretroplus dambabe","EN","CR","G","2016-3",4,5,2016
"Paretroplus damii","DD","VU","N","2016-3",0,3,2016
"Paretroplus gymnopreopercularis","EN","CR","G","2016-3",4,5,2016
"Paretroplus lamenabe","DD","EN","N","2016-3",0,4,2016
"Paretroplus loisellei","VU","EN","N","2016-3",3,4,2016
"Paretroplus nourissati","VU","EN","N","2016-3",3,4,2016
"Paretroplus polyactis","VU","LC","N","2016-3",3,1,2016
"Paretroplus tsimoly","LC","EN","N","2016-3",1,4,2016
"Pegasus lancifer","DD","LC","N","2016-3",0,1,2016
"Potamotrygon magdalenae","NT","LC","N","2016-1",2,1,2016
"Ptychochromis oligacanthus","LC","EN","G","2016-3",1,4,2016
"Ptychochromoides betsileanus","CR","CR(PE)","G","2016-3",5,5,2016
"Ptychochromoides itasy","EX","CR","N","2016-3",7,5,2016
"Ptychochromoides vondrozo","CR","EN","N","2016-3",5,4,2016
"Raja inornata","DD","LC","N","2016-2",0,1,2016
"Raja pita","CR","DD","N","2016-1",5,0,2016
"Rheocles alaotrensis","VU","EN","G","2016-3",3,4,2016
"Rheocles derhami","VU","CR","G","2016-3",3,5,2016
"Rheocles lateralis","DD","CR","N","2016-3",0,5,2016
"Rheocles vatosoa","VU","EN","N","2016-3",3,4,2016
"Rhincodon typus","VU","EN","G","2016-1",3,4,2016
"Rhizosomichthys totae","EX","CR(PE)","N","2016-1",7,5,2016
"Sauvagella robusta","DD","EN","N","2016-3",0,4,2016
"Spatuloricaria euacanthagenys","LC","DD","N","2016-1",1,0,2016
"Squatina pseudocellata","DD","LC","N","2016-1",0,1,2016
"Stegostoma fasciatum","VU","EN","N","2016-3",3,4,2016
"Synodontis victoriae","NT","LC","N","2016-3",2,1,2016
"Teramulus kieneri","DD","LC","N","2016-3",0,1,2016
"Trichomycterus chaberti","DD","LC","N","2016-1",0,1,2016
"Typhleotris pauliani","EN","CR","N","2016-3",4,5,2016
"Varicorhinus ruandae","CR","NT","N","2016-3",5,2,2016
"Zaireichthys rotundiceps","LC","DD","N","2016-3",1,0,2016
"Africanogyrus rodriguezensis","EN","VU","N","2016-3",4,3,2016
"Anodonta oregonensis","DD","LC","N","2016-3",0,1,2016
"Aspatharia divaricata","VU","CR","N","2016-3",3,5,2016
"Bellamya phthinotropis","EN","CR","G","2016-3",4,5,2016
"Biomphalaria stanleyi","DD","NT","N","2016-3",0,2,2016
"Bulinus browni","DD","NT","N","2016-3",0,2,2016
"Bulinus cernicus","LR/nt","LC","N","2016-3",2,1,2016
"Bulinus permembranaceus","DD","VU","N","2016-3",0,3,2016
"Burnupia caffra","DD","LC","N","2016-3",0,1,2016
"Ceratophallus concavus","EN","CR","G","2016-3",4,5,2016
"Ceratophallus crassus","NT","EN","G","2016-3",2,4,2016
"Ceratophallus kisumiensis","LC","NT","N","2016-3",1,2,2016
"Ceratophallus subtilis","DD","CR","N","2016-3",0,5,2016
"Cleopatra cridlandi","VU","CR","G","2016-3",3,5,2016
"Coelatura alluaudi","DD","VU","N","2016-3",0,3,2016
"Coelatura cridlandi","DD","EN","N","2016-3",0,4,2016
"Corbicula lamarckiana","DD","LC","N","2016-3",0,1,2016
"Gabbiella barthi","EN","CR","G","2016-3",4,5,2016
"Madagasikara madagascarensis","LR/nt","EN","N","2016-3",2,4,2016
"Mutela bourguignati","DD","NT","N","2016-3",0,2,2016
"Pisidium fistulosum","DD","LC","N","2016-3",0,1,2016
"Pisidium iquito","DD","LC","N","2016-1",0,1,2016
"Pomacea aldersoni","DD","LC","N","2016-1",0,1,2016
"Pomacea ocanensis","DD","CR","N","2016-1",0,5,2016
"Pomacea quinindensis","DD","VU","N","2016-1",0,3,2016
"Sphaerium regularis","DD","EN","N","2016-3",0,4,2016
"Sphaerium stuhlmanni","DD","LC","N","2016-3",0,1,2016
"Acanthagrion peruanum","DD","LC","N","2016-1",0,1,2016
"Aeolagrion axine","DD","LC","N","2016-1",0,1,2016
"Agriocnemis palaeforma","NT","VU","G","2016-3",2,3,2016
"Argia limitata","DD","LC","N","2016-1",0,1,2016
"Argia variata","DD","LC","N","2016-1",0,1,2016
"Cora aurea","DD","LC","N","2016-1",0,1,2016
"Euthore fassli","DD","LC","N","2016-1",0,1,2016
"Heteragrion calendulum","DD","EN","N","2016-1",0,4,2016
"Heteropodagrion sanguinipes","EN","LC","N","2016-1",4,1,2016
"Mesagrion leucorrhinum","VU","LC","N","2016-1",3,1,2016
"Neodythemis nyungwe","NT","VU","G","2016-3",2,3,2016
"Ormenophlebia regina","DD","LC","N","2016-1",0,1,2016
"Oxyagrion tennesseni","DD","LC","N","2016-1",0,1,2016
"Palaemnema picicaudata","DD","LC","N","2016-1",0,1,2016
"Philogenia boliviana","DD","LC","N","2016-1",0,1,2016
"Philogenia buenavista","DD","LC","N","2016-1",0,1,2016
"Philogenia silvarum","DD","LC","N","2016-1",0,1,2016
"Polythore lamerceda","DD","LC","N","2016-1",0,1,2016
"Teinopodagrion angulatum","DD","LC","N","2016-1",0,1,2016
"Telebasis milleri","DD","LC","N","2016-1",0,1,2016
"Telebasis versicolor","DD","LC","N","2016-1",0,1,2016
"Acroneuroptila puddui","NT","VU","N","2016-3",2,3,2016
"Acroneuroptila sardoa","NT","VU","N","2016-3",2,3,2016
"Acrostira bellamyi","NT","CR","G","2016-3",2,5,2016
"Acrostira tamarani","NT","EN","G","2016-3",2,4,2016
"Acrostira tenerifae","CR","EN","N","2016-3",5,4,2016
"Arcyptera alzonai","DD","EN","N","2016-3",0,4,2016
"Arminda hierroensis","DD","LC","N","2016-3",0,1,2016
"Baetica ustulata","VU","EN","N","2016-3",3,4,2016
"Calliphona koenigi","VU","NT","N","2016-3",3,2,2016
"Canariola nubigena","VU","NT","N","2016-3",3,2,2016
"Chorthippus acroleucus","VU","CR","N","2016-3",3,5,2016
"Chorthippus cialancensis","LC","NT","N","2016-3",1,2,2016
"Chorthippus parnon","LC","NT","N","2016-1",1,2,2016
"Chrysochraon beybienkoi","VU","CR","G","2016-3",3,5,2016
"Cycloptiloides canariensis","VU","LC","N","2016-3",3,1,2016
"Dolichopoda aegilion","NT","VU","N","2016-3",2,3,2016
"Dolichopoda baccettii","DD","VU","N","2016-3",0,3,2016
"Dolichopoda capreensis","DD","VU","N","2016-3",0,3,2016
"Dolichopoda giachinoi","VU","DD","N","2016-1",3,0,2016
"Dolichopoda kiriakii","VU","NT","N","2016-1",3,2,2016
"Dolichopoda lustriae","VU","LC","N","2016-1",3,1,2016
"Dolichopoda muceddai","DD","VU","N","2016-3",0,3,2016
"Dolichopoda palpata","LC","DD","N","2016-3",1,0,2016
"Dolichopoda patrizii","VU","LC","N","2016-1",3,1,2016
"Eupholidoptera gemellata","DD","VU","N","2016-1",0,3,2016
"Eupholidoptera pallipes","DD","VU","N","2016-1",0,3,2016
"Glyphanus obtusus","VU","EN","N","2016-1",3,4,2016
"Hymenoptila lanzarotensis","VU","NT","N","2016-3",3,2,2016
"Isophya harzi","VU","CR","N","2016-3",3,5,2016
"Isophya lemnotica","VU","LC","N","2016-1",3,1,2016
"Isophya longicaudata","VU","NT","N","2016-3",3,2,2016
"Isophya obtusa","LC","VU","N","2016-3",1,3,2016
"Italohippus albicornis","NT","EN","N","2016-3",2,4,2016
"Italopodisma baccettii","LC","CR","N","2016-3",1,5,2016
"Italopodisma ebneri","LC","CR","N","2016-3",1,5,2016
"Leptophyes calabra","NT","CR","N","2016-3",2,5,2016
"Leptophyes lisae","VU","NT","N","2016-1",3,2,2016
"Metaplastes oertzeni","NT","LC","N","2016-1",2,1,2016
"Miramella irena","VU","LC","N","2016-3",3,1,2016
"Odontopodisma montana","VU","LC","N","2016-3",3,1,2016
"Odontopodisma rubripes","VU","NT","N","2016-3",3,2,2016
"Poecilimon aegaeus","NT","LC","N","2016-1",2,1,2016
"Poecilimon artedentatus","NT","LC","N","2016-1",2,1,2016
"Poecilimon athos","NT","VU","N","2016-1",2,3,2016
"Poecilimon deplanatus","NT","LC","N","2016-1",2,1,2016
"Poecilimon ebneri","LC","EN","N","2016-3",1,4,2016
"Poecilimon erimanthos","NT","LC","N","2016-1",2,1,2016
"Poecilimon gerlindae","NT","LC","N","2016-1",2,1,2016
"Poecilimon heroicus","LC","NT","N","2016-3",1,2,2016
"Poecilimon ikariensis","NT","VU","N","2016-1",2,3,2016
"Poecilimon klausgerhardi","VU","NT","N","2016-1",3,2,2016
"Poecilimon paros","NT","EN","N","2016-1",2,4,2016
"Poecilimon pechevi","VU","CR","N","2016-3",3,5,2016
"Poecilimon soulion","NT","EN","N","2016-1",2,4,2016
"Polysarcus scutatus","VU","EN","N","2016-3",3,4,2016
"Prionotropis hystrix","EN","VU","N","2016-3",4,3,2016
"Rammeihippus dinaricus","EN","NT","N","2016-3",4,2,2016
"Sphingonotus almeriense","VU","EN","N","2016-3",3,4,2016
"Sphingonotus guanchus","EN","LC","N","2016-3",4,1,2016
"Sphingonotus picteti","VU","EN","N","2016-3",3,4,2016
"Sphingonotus rugosus","VU","EN","N","2016-3",3,4,2016
"Astacoides betsileoensis","EN","VU","N","2016-3",4,3,2016
"Astacoides caldwelli","EN","VU","N","2016-3",4,3,2016
"Astacoides crosnieri","DD","VU","N","2016-3",0,3,2016
"Astacoides hobbsi","DD","VU","N","2016-3",0,3,2016
"Astacoides madagascarensis","DD","LC","N","2016-3",0,1,2016
"Boreathelphusa uglowi","VU","EN","N","2016-3",3,4,2016
"Madagapotamon humberti","VU","LC","N","2016-3",3,1,2016
"Seychellum alluaudi","LC","VU","N","2016-3",1,3,2016
"Limulus polyphemus","LR/nt","VU","N","2016-1",2,3,2016
"Acacia mathuataensis","CR","EN","N","2016-3",5,4,2016
"Aglaia vitiensis","LR/nt","LC","N","2016-3",2,1,2016
"Aloe helenae","CR","EN","N","2016-3",5,4,2016
"Aloe suzannae","CR","EN","N","2016-3",5,4,2016
"Astronidium saulae","CR","DD","N","2016-3",5,0,2016
"Commidendrum robustum","EN","CR","G","2016-1",4,5,2016
"Commidendrum rotundifolium","EW","CR","N","2016-1",6,5,2016
"Cynometra falcata","CR","LC","N","2016-3",5,1,2016
"Cyrtandra denhamii","VU","CR","N","2016-3",3,5,2016
"Dactyladenia laevis","VU","EN","N","2016-1",3,4,2016
"Degeneria vitiensis","VU","LC","G","2016-3",3,1,2016
"Elaeodendron laneanum","VU","EN","N","2016-3",3,4,2016
"Geniostoma macrophyllum","LR/nt","LC","N","2016-3",2,1,2016
"Gmelina vitiensis","LR/nt","LC","N","2016-3",2,1,2016
"Lachanodes arborea","CR","EW","G","2016-1",5,6,2016
"Magnolia boliviana","VU","EN","N","2016-1",3,4,2016
"Magnolia calophylla","VU","EN","N","2016-1",3,4,2016
"Magnolia dixonii","VU","CR","N","2016-1",3,5,2016
"Magnolia guatapensis","CR","EN","N","2016-1",5,4,2016
"Magnolia jardinensis","EN","CR","G","2016-1",4,5,2016
"Magnolia lenticellata","VU","EN","N","2016-1",3,4,2016
"Magnolia minor","EN","VU","N","2016-1",4,3,2016
"Magnolia narinensis","EN","CR","N","2016-1",4,5,2016
"Magnolia yarumalensis","CR","EN","N","2016-1",5,4,2016
"Malus hupehensis","DD","LC","N","2016-3",0,1,2016
"Malus komarovii","VU","EN","N","2016-1",3,4,2016
"Mangifera andamanica","EN","NT","N","2016-3",4,2,2016
"Mangifera austro-indica","VU","EN","N","2016-3",3,4,2016
"Mangifera collina","DD","EN","N","2016-3",0,4,2016
"Mangifera minutifolia","VU","EN","N","2016-3",3,4,2016
"Mangifera pentandra","VU","DD","N","2016-3",3,0,2016
"Maniltoa vestita","LR/nt","LC","N","2016-3",2,1,2016
"Metrosideros ochrantha","VU","CR","N","2016-3",3,5,2016
"Nesohedyotis arborea","EN","CR","N","2016-1",4,5,2016
"Neuburgia alata","LR/nt","EN","G","2016-3",2,4,2016
"Neuburgia macrocarpa","LR/nt","DD","N","2016-3",2,0,2016
"Parkia parrii","CR","DD","N","2016-3",5,0,2016
"Pistacia mexicana","VU","NT","N","2016-3",3,2,2016
"Quercus boyntonii","EN","CR","N","2016-1",4,5,2016
"Raphia australis","DD","VU","N","2016-3",0,3,2016
"Schefflera euthytricha","DD","EN","N","2016-3",0,4,2016
"Elaphoglossum furcatum","VU","NT","N","2016-1",3,2,2016
"Elaphoglossum nervosum","EN","CR","G","2016-1",4,5,2016
"Aloe elkerriana","DD","LC","N","2016-1",0,1,2016
"Aloe macleayi","EN","LC","N","2016-1",4,1,2016
"Brachycorythis disoides","EN","VU","N","2016-3",4,3,2016
"Clermontia peleana","EW","CR","N","2016-2",6,5,2016
"Clermontia samuelii","CR","EN","N","2016-2",5,4,2016
"Cyanea copelandii","CR","EN","N","2016-2",5,4,2016
"Cyanea eleeleensis","CR","EX","G","2016-2",5,7,2016
"Cyanea marksii","EX","CR","N","2016-2",7,5,2016
"Cyanea truncata","EW","CR","N","2016-2",6,5,2016
"Cyperus lateriticus","VU","EN","N","2016-3",3,4,2016
"Delissea kauaiensis","EX","CR","N","2016-1",7,5,2016
"Distichia acicularis","NT","LC","N","2016-1",2,1,2016
"Eriospermum halenbergense","VU","LC","N","2016-3",3,1,2016
"Eryngium galioides","LC","EN","N","2016-1",1,4,2016
"Frankenia portulacifolia","VU","CR","N","2016-1",3,5,2016
"Hibiscadelphus woodii","CR","EX","G","2016-2",5,7,2016
"Melicope macropus","EN","EX","G","2016-2",4,7,2016
"Trimeris scaevolifolia","EN","VU","N","2016-1",4,3,2016
"Wahlenbergia angustifolia","EN","VU","N","2016-1",4,3,2016
"Wikstroemia villosa","EX","CR","N","2016-2",7,5,2016
"Allactaga tetradactyla","VU","DD","N","2017-2",3,0,2017
"Antilope cervicapra","NT","LC","N","2017-2",2,1,2017
"Aotus nancymaae","LC","VU","G","2017-1",1,3,2017
"Batomys granti","NT","LC","N","2017-3",2,1,2017
"Cephalophus adersi","CR","VU","N","2017-2",5,3,2017
"Cephalorhynchus commersonii","DD","LC","N","2017-3",0,1,2017
"Chiropodomys major","DD","LC","N","2017-2",0,1,2017
"Chrotomys mindorensis","NT","LC","N","2017-2",2,1,2017
"Crateromys australis","CR","DD","N","2017-2",5,0,2017
"Crocidura monax","LC","DD","N","2017-3",1,0,2017
"Crocidura niobe","NT","LC","N","2017-2",2,1,2017
"Crocidura usambarae","EN","VU","N","2017-3",4,3,2017
"Cryptotis griseoventris","VU","EN","N","2017-3",3,4,2017
"Cryptotis meridensis","LC","VU","N","2017-3",1,3,2017
"Delphinapterus leucas","NT","LC","N","2017-3",2,1,2017
"Dinomys branickii","VU","LC","N","2017-2",3,1,2017
"Emballonura furax","DD","LC","N","2017-2",0,1,2017
"Eudorcas tilonura","VU","EN","G","2017-2",3,4,2017
"Felovia vae","DD","LC","N","2017-2",0,1,2017
"Gazella arabica","DD","VU","N","2017-2",0,3,2017
"Gazella gazella","VU","EN","N","2017-2",3,4,2017
"Habromys delicatulus","CR","EN","N","2017-2",5,4,2017
"Hipposideros corynophyllus","DD","LC","N","2017-2",0,1,2017
"Hipposideros edwardshilli","DD","VU","N","2017-2",0,3,2017
"Hipposideros muscinus","DD","LC","N","2017-2",0,1,2017
"Hipposideros semoni","DD","LC","N","2017-2",0,1,2017
"Hylaeamys oniscus","VU","NT","N","2017-2",3,2,2017
"Kobus leche","LC","NT","G","2017-2",1,2,2017
"Microtus kikuchii","NT","LC","N","2017-2",2,1,2017
"Monodon monoceros","NT","LC","N","2017-3",2,1,2017
"Mormopterus acetabulosus","VU","EN","N","2017-2",3,4,2017
"Mormopterus loriae","LC","DD","N","2017-3",1,0,2017
"Neophocaena asiaeorientalis","VU","EN","G","2017-3",3,4,2017
"Neotoma bryanti","EN","LC","N","2017-3",4,1,2017
"Niviventer cremoriventer","VU","LC","N","2017-2",3,1,2017
"Niviventer culturatus","NT","LC","N","2017-2",2,1,2017
"Nyctimene malaitensis","DD","LC","N","2017-2",0,1,2017
"Orcaella brevirostris","VU","EN","G","2017-3",3,4,2017
"Orcaella heinsohni","NT","VU","N","2017-3",2,3,2017
"Panthera uncia","EN","VU","N","2017-2",4,3,2017
"Pelea capreolus","LC","NT","G","2017-2",1,2,2017
"Perognathus alticola","EN","VU","N","2017-2",4,3,2017
"Pipistrellus murrayi","CR","EX","G","2017-2",5,7,2017
"Prometheomys schaposchnikowi","NT","LC","N","2017-2",2,1,2017
"Pseudocheirus occidentalis","VU","CR","G","2017-3",3,5,2017
"Pteralopex taki","EN","VU","N","2017-2",4,3,2017
"Pteropus cognatus","EN","VU","N","2017-2",4,3,2017
"Pteropus dasymallus","NT","VU","N","2017-2",2,3,2017
"Pteropus mahaganus","VU","LC","N","2017-2",3,1,2017
"Pteropus pselaphon","CR","EN","N","2017-2",5,4,2017
"Pteropus rennelli","VU","EN","G","2017-2",3,4,2017
"Pteropus rodricensis","CR","EN","G","2017-2",5,4,2017
"Pteropus woodfordi","VU","LC","N","2017-2",3,1,2017
"Rattus jobiensis","NT","LC","N","2017-2",2,1,2017
"Rattus mindorensis","DD","LC","N","2017-2",0,1,2017
"Redunca fulvorufula","LC","EN","G","2017-2",1,4,2017
"Rhynchocyon cirnei","NT","LC","N","2017-2",2,1,2017
"Saccolaimus mixtus","DD","NT","N","2017-2",0,2,2017
"Sicista kluchorica","NT","LC","N","2017-2",2,1,2017
"Sousa chinensis","NT","VU","N","2017-3",2,3,2017
"Sousa teuszii","VU","CR","N","2017-3",3,5,2017
"Sus ahoenobarbus","VU","NT","N","2017-3",3,2,2017
"Thomasomys incanus","VU","LC","N","2017-2",3,1,2017
"Thomasomys ischyrus","VU","LC","N","2017-2",3,1,2017
"Thomasomys kalinowskii","VU","LC","N","2017-2",3,1,2017
"Tragelaphus derbianus","LC","VU","G","2017-2",1,3,2017
"Urocitellus brunneus","VU","CR","N","2017-2",3,5,2017
"Acrocephalus brevipennis","EN","VU","N","2017-3",4,3,2017
"Acrocephalus rimitarae","VU","CR","N","2017-3",3,5,2017
"Aegotheles wallacii","DD","LC","N","2017-3",0,1,2017
"Aglaeactis castelnaudii","LC","NT","N","2017-3",1,2,2017
"Alectroenas sganzini","LC","NT","N","2017-3",1,2,2017
"Alopecoenas rubescens","VU","EN","N","2017-3",3,4,2017
"Amazona auropalliata","VU","EN","N","2017-3",3,4,2017
"Amazona brasiliensis","VU","NT","G","2017-3",3,2,2017
"Amazona rhodocorytha","EN","VU","N","2017-3",4,3,2017
"Ammospiza caudacuta","VU","EN","N","2017-3",3,4,2017
"Anthus crenatus","LC","NT","N","2017-3",1,2,2017
"Anthus hoeschi","LC","NT","N","2017-3",1,2,2017
"Aplonis brunneicapillus","EN","VU","N","2017-3",4,3,2017
"Aplonis santovestris","VU","EN","N","2017-3",3,4,2017
"Apteryx mantelli","EN","VU","G","2017-3",4,3,2017
"Apteryx rowi","EN","VU","G","2017-3",4,3,2017
"Automolus lammi","VU","EN","N","2017-3",3,4,2017
"Batis minima","NT","LC","N","2017-3",2,1,2017
"Brachypodius fuscoflavescens","NT","LC","N","2017-3",2,1,2017
"Bubo scandiacus","LC","VU","N","2017-3",1,3,2017
"Buteo trizonatus","LC","NT","N","2017-3",1,2,2017
"Cacomantis aeruginosus","NT","LC","N","2017-3",2,1,2017
"Calcarius ornatus","NT","VU","N","2017-3",2,3,2017
"Casuarius casuarius","VU","LC","N","2017-3",3,1,2017
"Casuarius unappendiculatus","VU","LC","N","2017-3",3,1,2017
"Certhidea olivacea","LC","VU","N","2017-3",1,3,2017
"Ceyx gentianus","NT","LC","N","2017-3",2,1,2017
"Chaetops aurantius","LC","NT","N","2017-3",1,2,2017
"Chaetops frenatus","LC","NT","N","2017-3",1,2,2017
"Charadrius obscurus","EN","CR","G","2017-3",4,5,2017
"Cinnyris ursulae","NT","LC","N","2017-3",2,1,2017
"Circus maurus","VU","EN","N","2017-3",3,4,2017
"Cisticola aberdare","EN","VU","N","2017-3",4,3,2017
"Conothraupis mesoleuca","CR","EN","N","2017-3",5,4,2017
"Coua verreauxi","NT","LC","N","2017-3",2,1,2017
"Crithagra leucoptera","LC","NT","N","2017-3",1,2,2017
"Crithagra melanochroa","NT","LC","N","2017-3",2,1,2017
"Cryptospiza shelleyi","VU","EN","N","2017-3",3,4,2017
"Cyanoramphus novaezelandiae","NT","LC","N","2017-3",2,1,2017
"Cyclopsitta coxeni","CR","EN","N","2017-3",5,4,2017
"Dendrocitta bayleii","NT","VU","N","2017-3",2,3,2017
"Dendropicos dorae","VU","NT","N","2017-3",3,2,2017
"Dicaeum proprium","NT","LC","N","2017-3",2,1,2017
"Dicrurus andamanensis","NT","LC","N","2017-3",2,1,2017
"Diomedea antipodensis","VU","EN","G","2017-3",3,4,2017
"Dryocopus hodgei","NT","VU","N","2017-3",2,3,2017
"Emberiza aureola","EN","CR","G","2017-3",4,5,2017
"Emberiza socotrana","VU","NT","N","2017-3",3,2,2017
"Epimachus fastosus","VU","LC","N","2017-3",3,1,2017
"Eriocnemis mirabilis","CR","EN","N","2017-3",5,4,2017
"Estrilda poliopareia","VU","NT","N","2017-3",3,2,2017
"Eumyias albicaudatus","NT","LC","N","2017-3",2,1,2017
"Eunymphicus uvaeensis","EN","VU","N","2017-3",4,3,2017
"Euptilotis neoxenus","NT","LC","N","2017-3",2,1,2017
"Falco concolor","NT","VU","N","2017-3",2,3,2017
"Ficedula nigrorufa","NT","LC","N","2017-3",2,1,2017
"Fraseria tessmanni","DD","LC","N","2017-3",0,1,2017
"Garrulax mitratus","LC","NT","G","2017-3",1,2,2017
"Geocolaptes olivaceus","LC","NT","N","2017-3",1,2,2017
"Geothlypis beldingi","EN","VU","N","2017-3",4,3,2017
"Goldmania violiceps","LC","NT","N","2017-3",1,2,2017
"Haematopus moquini","NT","LC","N","2017-3",2,1,2017
"Haliaeetus leucoryphus","VU","EN","N","2017-3",3,4,2017
"Hemitriccus kaempferi","EN","VU","N","2017-3",4,3,2017
"Henicorhina anachoreta","LC","NT","N","2017-3",1,2,2017
"Herpsilochmus gentryi","NT","LC","N","2017-3",2,1,2017
"Heteroglaux blewitti","CR","EN","N","2017-3",5,4,2017
"Heteromirafra ruddi","VU","EN","N","2017-3",3,4,2017
"Hypocnemis ochrogyna","LC","VU","N","2017-3",1,3,2017
"Hypsipetes borbonicus","LC","NT","N","2017-3",1,2,2017
"Incaspiza ortizi","VU","LC","N","2017-3",3,1,2017
"Kittacincla albiventris","NT","LC","N","2017-3",2,1,2017
"Kupeornis gilberti","EN","VU","N","2017-3",4,3,2017
"Lanius ludovicianus","LC","NT","N","2017-3",1,2,2017
"Lanius meridionalis","LC","VU","G","2017-3",1,3,2017
"Leptodon forbesi","CR","EN","N","2017-3",5,4,2017
"Lybius leucogaster","LC","EN","N","2017-3",1,4,2017
"Macropygia rufipennis","NT","LC","N","2017-3",2,1,2017
"Malaconotus alius","CR","EN","N","2017-3",5,4,2017
"Malindangia mcgregori","NT","LC","N","2017-3",2,1,2017
"Megacrex inepta","NT","LC","N","2017-3",2,1,2017
"Melanocharis arfakiana","DD","LC","N","2017-3",0,1,2017
"Melignomon eisentrauti","DD","NT","N","2017-3",0,2,2017
"Mimus trifasciatus","CR","EN","G","2017-3",5,4,2017
"Mirafra cheniana","NT","LC","N","2017-3",2,1,2017
"Monticola explorator","LC","NT","N","2017-3",1,2,2017
"Morus capensis","VU","EN","N","2017-3",3,4,2017
"Myrmotherula klagesi","NT","VU","G","2017-3",2,3,2017
"Myzomela batjanensis","NT","VU","N","2017-3",2,3,2017
"Nestor notabilis","VU","EN","G","2017-3",3,4,2017
"Ninox affinis","NT","LC","N","2017-3",2,1,2017
"Ninox granti","VU","NT","N","2017-3",3,2,2017
"Ninox spilonotus","VU","EN","N","2017-3",3,4,2017
"Ninox sumbaensis","NT","EN","N","2017-3",2,4,2017
