"name","before","after","N/G","year","state1","state2","result.year"
"Ptychadena christyi","DD","LC","N","2015-2",0,1,2015
"Raorchestes travancoricus","EX","EN","N","2015-2",7,4,2015
"Rhinella arunco","LC","NT","N","2015-4",1,2,2015
"Rhinella atacamensis","LC","VU","G","2015-4",1,3,2015
"Telmatobius dankoi","DD","CR","N","2015-4",0,5,2015
"Telmatobius philippii","DD","CR","N","2015-4",0,5,2015
"Telmatobius pefauri","CR","CR(PE)","N","2015-4",5,5,2015
"Telmatobius vilamensis","DD","CR","N","2015-4",0,5,2015
"Telmatobius zapahuirensis","CR","EN","N","2015-4",5,4,2015
"Coryphopterus hyalinus","LC","VU","G","2015-2",1,3,2015
"Acanthemblemaria harpeza","VU","DD","N","2015-4",3,0,2015
"Acanthemblemaria paula","VU","DD","N","2015-4",3,0,2015
"Anchoa choerostoma","LC","EN","N","2015-4",1,4,2015
"Anisotremus moricandi","EN","LC","N","2015-4",4,1,2015
"Apristurus albisoma","NT","LC","N","2015-4",2,1,2015
"Apristurus ampliceps","DD","LC","N","2015-4",0,1,2015
"Apristurus aphyodes","DD","LC","N","2015-1",0,1,2015
"Apristurus longicephalus","DD","LC","N","2015-4",0,1,2015
"Apristurus pinguis","DD","LC","N","2015-4",0,1,2015
"Apristurus platyrhynchus","DD","LC","N","2015-4",0,1,2015
"Asymbolus analis","DD","LC","N","2015-4",0,1,2015
"Balistes vetula","VU","NT","N","2015-4",3,2,2015
"Bathygobius burtoni","DD","EN","N","2015-4",0,4,2015
"Batrachoides manglae","VU","LC","N","2015-4",3,1,2015
"Caulolatilus cyanops","DD","LC","N","2015-4",0,1,2015
"Centrophorus westraliensis","LC","DD","N","2015-4",1,0,2015
"Chimaera lignaria","DD","LC","N","2015-4",0,1,2015
"Chimaera obscura","LC","DD","N","2015-4",1,0,2015
"Choranthias salmopunctatus","VU","LC","N","2015-4",3,1,2015
"Chromis sanctaehelenae","VU","LC","N","2015-4",3,1,2015
"Coelorinchus caelorhincus","DD","LC","N","2015-4",0,1,2015
"Dasyatis thetidis","DD","LC","N","2015-4",0,1,2015
"Decodon puellaris","DD","LC","N","2015-4",0,1,2015
"Dipturus healdi","DD","LC","N","2015-4",0,1,2015
"Emblemaria diphyodontis","DD","LC","N","2015-4",0,1,2015
"Emblemariopsis carib","DD","LC","N","2015-4",0,1,2015
"Emblemariopsis tayrona","DD","LC","N","2015-4",0,1,2015
"Enneanectes deloachorum","DD","LC","N","2015-4",0,1,2015
"Enneanectes matador","DD","LC","N","2015-4",0,1,2015
"Ethadophis akkistikos","DD","LC","N","2015-2",0,1,2015
"Etmopterus molleri","LC","DD","N","2015-4",1,0,2015
"Eucrossorhinus dasypogon","NT","LC","N","2015-4",2,1,2015
"Fundulus persimilis","DD","EN","N","2015-4",0,4,2015
"Garra barreimiae","VU","LC","N","2015-2",3,1,2015
"Garra dunsirei","VU","EN","N","2015-2",3,4,2015
"Garra longipinnis","VU","DD","N","2015-2",3,0,2015
"Haemulon striatum","DD","LC","N","2015-4",0,1,2015
"Halichoeres burekae","DD","EN","N","2015-4",0,4,2015
"Halichoeres leptotaenia","NT","LC","N","2015-4",2,1,2015
"Halichoeres socialis","CR","EN","N","2015-4",5,4,2015
"Harriotta haeckeli","DD","LC","N","2015-4",0,1,2015
"Himantura dalyensis","DD","LC","N","2015-4",0,1,2015
"Hydrolagus homonycteris","DD","LC","N","2015-4",0,1,2015
"Hydrolagus lusitanicus","DD","LC","N","2015-1",0,1,2015
"Hydrolagus marmoratus","DD","LC","N","2015-4",0,1,2015
"Hydrolagus trolli","DD","LC","N","2015-4",0,1,2015
"Hypoplectrus providencianus","VU","LC","N","2015-2",3,1,2015
"Irolita westraliensis","LC","DD","N","2015-4",1,0,2015
"Jenkinsia parvula","VU","DD","N","2015-4",3,0,2015
"Labeo seeberi","EN","CR","N","2015-2",4,5,2015
"Leucoraja circularis","VU","EN","N","2015-1",3,4,2015
"Leucoraja fullonica","NT","VU","N","2015-1",2,3,2015
"Lipogramma robinsi","LC","DD","N","2015-2",1,0,2015
"Lucifuga simile","VU","CR","N","2015-4",3,5,2015
"Megachasma pelagios","DD","LC","N","2015-4",0,1,2015
"Menidia conchorum","LR/nt","EN","N","2015-4",2,4,2015
"Myxodagnus belone","LC","DD","N","2015-4",1,0,2015
"Neoraja caerulea","DD","LC","N","2015-1",0,1,2015
"Orectolobus floridus","DD","LC","N","2015-4",0,1,2015
"Orectolobus halei","NT","LC","N","2015-4",2,1,2015
"Orectolobus hutchinsi","DD","LC","N","2015-4",0,1,2015
"Orectolobus maculatus","NT","LC","N","2015-4",2,1,2015
"Orectolobus ornatus","NT","LC","N","2015-4",2,1,2015
"Orectolobus parvimaculatus","DD","LC","N","2015-4",0,1,2015
"Paralichthys lethostigma","LC","NT","N","2015-4",1,2,2015
"Parasaccogaster melanomycter","VU","DD","N","2015-4",3,0,2015
"Parmaturus xaniurus","DD","LC","N","2015-4",0,1,2015
"Pavoraja nitida","NT","LC","N","2015-4",2,1,2015
"Physiculus helenaensis","CR","DD","N","2015-4",5,0,2015
"Pontinus nigropunctatus","VU","LC","N","2015-4",3,1,2015
"Protemblemaria punctata","DD","LC","N","2015-4",0,1,2015
"Pseudophoxinus libani","EN","LC","N","2015-2",4,1,2015
"Pseudotriakis microdon","DD","LC","N","2015-4",0,1,2015
"Raja asterias","LC","NT","N","2015-1",1,2,2015
"Raja maderensis","DD","VU","N","2015-1",0,3,2015
"Raja polystigma","NT","LC","N","2015-1",2,1,2015
"Raja radula","DD","EN","N","2015-1",0,4,2015
"Rajella kukujevi","DD","LC","N","2015-1",0,1,2015
"Sanopus reticulatus","VU","EN","N","2015-4",3,4,2015
"Sanopus splendidus","VU","EN","N","2015-4",3,4,2015
"Sciades parkeri","NT","VU","N","2015-2",2,3,2015
"Sinobatis bulbicauda","DD","LC","N","2015-4",0,1,2015
"Sphoeroides yergeri","DD","LC","N","2015-4",0,1,2015
"Starksia leucovitta","LC","DD","N","2015-4",1,0,2015
"Starksia rava","DD","LC","N","2015-4",0,1,2015
"Starksia springeri","LC","DD","N","2015-4",1,0,2015
"Starksia williamsi","EN","LC","N","2015-4",4,1,2015
"Stegastes sanctaehelenae","VU","LC","N","2015-4",3,1,2015
"Stegastes sanctipauli","VU","LC","N","2015-4",3,1,2015
"Cochlostoma dalmatinum","VU","NT","N","2015-1",3,2,2015
"Graecoanatolica tenuis","VU","EN","N","2015-4",3,4,2015
"Papustyla pulcherrima","DD","NT","N","2015-2",0,2,2015
"Balanophyllia europaea","DD","LC","N","2015-2",0,1,2015
"Cladocora caespitosa","DD","EN","N","2015-2",0,4,2015
"Euastacus clarkae","CR","EN","N","2015-4",5,4,2015
"Phalangacris alluaudi","CR(PE)","CR","N","2015-4",5,5,2015
"Euchloe bazae","VU","LC","N","2015-2",3,1,2015
"Hipparchia christenseni","LC","EN","N","2015-2",1,4,2015
"Hipparchia sbordonii","NT","EN","N","2015-2",2,4,2015
"Maniola chia","LC","NT","G","2015-2",1,2,2015
"Polyommatus violetae","VU","LC","N","2015-2",3,1,2015
"Pseudochazara amymone","VU","EN","G","2015-2",3,4,2015
"Pseudophilotes barbagiae","LC","DD","N","2015-2",1,0,2015
"Betula klokovii","DD","CR","N","2015-4",0,5,2015
"Cylicomorpha solmsii","VU","NT","N","2015-4",3,2,2015
"Dactyladenia cinerea","CR","EN","N","2015-4",5,4,2015
"Dactyladenia mannii","CR","EN","N","2015-4",5,4,2015
"Magnistipula cuneatifolia","CR","EN","N","2015-4",5,4,2015
"Magnolia aromatica","VU","EN","N","2015-2",3,4,2015
"Magnolia gustavii","VU","CR","N","2015-2",3,5,2015
"Magnolia lotungensis","LR/nt","EN","G","2015-2",2,4,2015
"Magnolia odora","LR/nt","VU","G","2015-2",2,3,2015
"Magnolia officinalis","LR/nt","EN","N","2015-4",2,4,2015
"Magnolia punduana","VU","DD","N","2015-2",3,0,2015
"Magnolia wilsonii","EN","NT","N","2015-2",4,2,2015
"Metroxylon amicarum","VU","NT","N","2015-2",3,2,2015
"Podonephelium subaequilaterum","VU","CR","N","2015-4",3,5,2015
"Quercus buckleyi","VU","LC","N","2015-4",3,1,2015
"Quercus convallata","DD","LC","N","2015-4",0,1,2015
"Baphia obanensis","VU","EN","N","2015-4",3,4,2015
"Crotalaria bamendae","VU","LC","N","2015-4",3,1,2015
"Dalbergia oligophylla","EN","LC","N","2015-4",4,1,2015
"Millettia conraui","VU","EN","N","2015-4",3,4,2015
"Millettia macrophylla","VU","NT","N","2015-4",3,2,2015
"Ormocarpum klainei","CR","EN","N","2015-4",5,4,2015
"Paphiopedilum tigrinum","CR","EN","N","2015-2",5,4,2015
"Amphiblemma amoenum","EN","VU","N","2015-4",4,3,2015
"Begonia pelargoniiflora","CR","EN","N","2015-2",5,4,2015
"Begonia pseudoviola","VU","EN","N","2015-2",3,4,2015
"Begonia schaeferi","VU","NT","N","2015-4",3,2,2015
"Camellia grijsii","VU","DD","N","2015-4",3,0,2015
"Camellia hengchunensis","EN","NT","N","2015-4",4,2,2015
"Commiphora wightii","DD","CR","N","2015-2",0,5,2015
"Costus zamoranus","VU","EN","N","2015-4",3,4,2015
"Dielsantha galeopsoides","EN","NT","N","2015-4",4,2,2015
"Drymaria monticola","VU","CR","N","2015-2",3,5,2015
"Lobelia columnaris","LR/nt","VU","N","2015-4",2,3,2015
"Myristica dactyloides","LR/cd","VU","N","2015-2",2,3,2015
"Salacia fimbrisepala","CR","DD","N","2015-4",5,0,2015
"Salacia mamba","VU","NT","N","2015-4",3,2,2015
"Scalesia gordilloi","EN","CR","N","2015-2",4,5,2015
"Shorea tumbuggaia","DD","EN","N","2015-2",0,4,2015
"Silene biafrae","VU","NT","N","2015-4",3,2,2015
"Warneckea wildeana","VU","EN","N","2015-4",3,4,2015
"Abrocoma shistacea","DD","LC","N","2016-2",0,1,2016
"Abrothrix illutea","NT","LC","N","2016-3",2,1,2016
"Acerodon celebensis","LC","VU","N","2016-2",1,3,2016
"Aeromys thomasi","DD","LC","N","2016-3",0,1,2016
"Ailuropoda melanoleuca","EN","VU","G","2016-2",4,3,2016
"Alticola olchonensis","DD","EN","N","2016-3",0,4,2016
"Anoura cultrata","NT","LC","N","2016-2",2,1,2016
"Antechinus bellus","LC","VU","G","2016-2",1,3,2016
"Apodemus gurkha","EN","LC","N","2016-3",4,1,2016
"Apomys abrae","DD","LC","N","2016-3",0,1,2016
"Apomys gracilirostris","DD","LC","N","2016-3",0,1,2016
"Apomys sacobianus","DD","LC","N","2016-3",0,1,2016
"Arctonyx collaris","NT","VU","N","2016-1",2,3,2016
"Arielulus cuprosus","DD","VU","N","2016-2",0,3,2016
"Brachytarsomys villosa","EN","VU","N","2016-3",4,3,2016
"Callosciurus adamsi","VU","NT","N","2016-2",3,2,2016
"Cephalophus dorsalis","LC","NT","G","2016-1",1,2,2016
"Cephalophus leucogaster","LC","NT","G","2016-1",1,2,2016
"Cephalophus silvicultor","LC","NT","G","2016-1",1,2,2016
"Cercocebus atys","VU","NT","N","2016-1",3,2,2016
"Chacodelphys formosa","VU","NT","N","2016-3",3,2,2016
"Chinchilla chinchilla","CR","EN","N","2016-2",5,4,2016
"Chinchilla lanigera","CR","EN","N","2016-2",5,4,2016
"Chiroderma improvisum","VU","EN","N","2016-1",3,4,2016
"Chiropodomys karlkoopmani","EN","VU","N","2016-3",4,3,2016
"Chrotogale owstoni","VU","EN","N","2016-1",3,4,2016
"Conilurus penicillatus","NT","VU","G","2016-1",2,3,2016
"Crocidura baileyi","EN","LC","N","2016-3",4,1,2016
"Crocidura baluensis","VU","LC","N","2016-3",3,1,2016
"Crocidura douceti","DD","LC","N","2016-3",0,1,2016
"Crocidura fumosa","VU","LC","N","2016-3",3,1,2016
"Crocidura glassi","VU","NT","N","2016-3",3,2,2016
"Crocidura kivuana","VU","NT","N","2016-3",3,2,2016
"Crocidura lanosa","EN","VU","N","2016-3",4,3,2016
"Crocidura macmillani","VU","NT","N","2016-3",3,2,2016
"Crocidura orientalis","VU","LC","N","2016-3",3,1,2016
"Crocidura telfordi","EN","VU","N","2016-3",4,3,2016
"Crocidura virgata","DD","LC","N","2016-3",0,1,2016
"Cryptotis obscura","VU","LC","N","2016-3",3,1,2016
"Cuscomys oblativa","EX","DD","N","2016-2",7,0,2016
"Dasycercus cristicauda","LC","NT","N","2016-1",1,2,2016
"Dasyurus viverrinus","NT","EN","G","2016-1",2,4,2016
"Dendrolagus lumholtzi","LC","NT","N","2016-1",1,2,2016
"Dendrolagus spadix","LC","VU","G","2016-2",1,3,2016
"Dendromus oreas","VU","LC","N","2016-3",3,1,2016
"Desmana moschata","VU","EN","G","2016-2",3,4,2016
"Desmomys yaldeni","EN","VU","N","2016-3",4,3,2016
"Eliurus danieli","DD","LC","N","2016-3",0,1,2016
"Eliurus petteri","VU","EN","N","2016-3",3,4,2016
"Eptesicus diminutus","DD","LC","N","2016-3",0,1,2016
"Eptesicus guadeloupensis","VU","EN","N","2016-1",3,4,2016
"Equus quagga","LC","NT","G","2016-2",1,2,2016
"Eudiscopus denticulus","DD","LC","N","2016-2",0,1,2016
"Eumops floridanus","CR","VU","N","2016-1",5,3,2016
"Eupleres goudotii","EN","VU","G","2016-1",4,3,2016
"Felis margarita","NT","LC","N","2016-2",2,1,2016
"Galidictis fasciata","NT","VU","G","2016-1",2,3,2016
"Gazella cuvieri","EN","VU","N","2016-2",4,3,2016
"Genetta abyssinica","LC","DD","N","2016-1",1,0,2016
"Genetta johnstoni","VU","NT","N","2016-1",3,2,2016
"Giraffa camelopardalis","LC","VU","G","2016-3",1,3,2016
"Gorilla beringei","EN","CR","G","2016-2",4,5,2016
"Gracilinanus dryas","NT","LC","N","2016-1",2,1,2016
"Gymnobelideus leadbeateri","EN","CR","G","2016-1",4,5,2016
"Herpestes brachyurus","LC","NT","N","2016-1",1,2,2016
"Hipposideros coxi","DD","EN","N","2016-2",0,4,2016
"Hipposideros durgadasi","EN","VU","N","2016-2",4,3,2016
"Hipposideros grandis","DD","LC","N","2016-3",0,1,2016
"Hipposideros halophyllus","EN","VU","N","2016-2",4,3,2016
"Hipposideros hypophyllus","EN","CR","G","2016-2",4,5,2016
"Hipposideros orbiculus","EN","VU","N","2016-2",4,3,2016
"Histriophoca fasciata","DD","LC","N","2016-1",0,1,2016
"Lagostrophus fasciatus","EN","VU","N","2016-1",4,3,2016
"Laonastes aenigmamus","EN","LC","N","2016-2",4,1,2016
"Lasiorhinus latifrons","LC","NT","N","2016-1",1,2,2016
"Leopoldamys neilli","DD","LC","N","2016-1",0,1,2016
"Leopoldamys siporanus","EN","VU","N","2016-2",4,3,2016
"Leporillus apicalis","CR","EX","N","2016-1",5,7,2016
"Leporillus conditor","VU","NT","G","2016-2",3,2,2016
"Leptonycteris yerbabuenae","VU","NT","N","2016-1",3,2,2016
"Lepus hainanus","VU","EN","N","2016-3",3,4,2016
"Lonchophylla bokermanni","DD","EN","N","2016-3",0,4,2016
"Lonchophylla concava","NT","LC","N","2016-2",2,1,2016
"Lonchophylla dekeyseri","NT","EN","N","2016-2",2,4,2016
"Lonchophylla mordax","LC","NT","N","2016-3",1,2,2016
"Lonchorhina marinkellei","EN","VU","N","2016-2",4,3,2016
"Lophuromys eisentrauti","EN","CR","N","2016-3",4,5,2016
"Lophuromys rahmi","EN","NT","N","2016-3",4,2,2016
"Lycalopex fulvipes","CR","EN","N","2016-1",5,4,2016
"Lyncodon patagonicus","DD","LC","N","2016-1",0,1,2016
"Mastomys awashensis","VU","LC","N","2016-3",3,1,2016
"Maxomys pagensis","EN","VU","N","2016-3",4,3,2016
"Melogale orientalis","DD","LC","N","2016-1",0,1,2016
"Melogale personata","DD","LC","N","2016-1",0,1,2016
"Melomys rubicola","CR","EX","G","2016-2",5,7,2016
"Mesembriomys gouldii","NT","VU","G","2016-2",2,3,2016
"Micropotamogale lamottei","EN","NT","N","2016-1",4,2,2016
"Micropotamogale ruwenzorii","NT","LC","N","2016-1",2,1,2016
"Microtus kermanensis","EN","DD","N","2016-3",4,0,2016
"Microtus qazvinensis","DD","LC","N","2016-3",0,1,2016
"Microtus schelkovnikovi","NT","LC","N","2016-3",2,1,2016
"Mogera uchidai","DD","VU","N","2016-2",0,3,2016
"Molossops aequatorianus","VU","EN","N","2016-1",3,4,2016
"Monodelphis handleyi","NT","DD","N","2016-3",2,0,2016
"Muntiacus atherodes","LC","NT","G","2016-2",1,2,2016
"Muntiacus vuquangensis","EN","CR","G","2016-2",4,5,2016
"Murexia rothschildi","VU","NT","N","2016-2",3,2,2016
"Murina harrisoni","DD","LC","N","2016-2",0,1,2016
"Murina leucogaster","DD","LC","N","2016-2",0,1,2016
"Mus fragilicauda","DD","LC","N","2016-1",0,1,2016
"Mus vulcani","VU","LC","N","2016-3",3,1,2016
"Mustela itatsi","LC","NT","N","2016-1",1,2,2016
"Mustela lutreolina","DD","LC","N","2016-1",0,1,2016
"Myonycteris relicta","VU","LC","N","2016-1",3,1,2016
"Myosorex okuensis","EN","VU","N","2016-3",4,3,2016
"Myosorex zinki","VU","LC","N","2016-3",3,1,2016
"Myotis atacamensis","NT","EN","N","2016-1",2,4,2016
"Myotis martiniquensis","VU","NT","N","2016-1",3,2,2016
"Myotis punicus","NT","DD","N","2016-2",2,0,2016
"Myotis sodalis","EN","NT","N","2016-1",4,2,2016
"Nasuella olivacea","DD","NT","N","2016-1",0,2,2016
"Natalus primus","CR","VU","N","2016-1",5,3,2016
"Neonycteris pusilla","VU","DD","N","2016-2",3,0,2016
"Niviventer hinpoon","DD","EN","N","2016-3",0,4,2016
"Notomys cervinus","VU","NT","G","2016-2",3,2,2016
"Notoryctes caurinus","DD","LC","N","2016-1",0,1,2016
"Notoryctes typhlops","DD","LC","N","2016-1",0,1,2016
"Nyctalus azoreum","EN","VU","N","2016-2",4,3,2016
"Nyctalus lasiopterus","NT","VU","G","2016-2",2,3,2016
"Ochotona argentata","CR","EN","N","2016-3",5,4,2016
"Odobenus rosmarus","DD","VU","N","2016-1",0,3,2016
"Onychogalea fraenata","EN","VU","G","2016-1",4,3,2016
"Ornithorhynchus anatinus","LC","NT","G","2016-1",1,2,2016
"Palawanomys furvus","DD","LC","N","2016-3",0,1,2016
"Panthera pardus","NT","VU","N","2016-1",2,3,2016
"Pantholops hodgsonii","EN","NT","G","2016-2",4,2,2016
"Paradoxurus zeylonensis","VU","LC","N","2016-1",3,1,2016
"Pelomys isseli","DD","NT","N","2016-3",0,2,2016
"Perameles bougainville","EN","VU","N","2016-1",4,3,2016
"Perameles gunnii","NT","VU","G","2016-2",2,3,2016
"Petauroides volans","LC","VU","G","2016-1",1,3,2016
"Petaurus australis","LC","NT","G","2016-1",1,2,2016
"Petinomys fuscocapillus","NT","LC","N","2016-3",2,1,2016
"Petinomys lugens","EN","VU","N","2016-2",4,3,2016
"Petrogale concinna","DD","EN","N","2016-1",0,4,2016
"Petrogale godmani","LC","NT","G","2016-1",1,2,2016
"Petrogale lateralis","NT","VU","G","2016-1",2,3,2016
"Petrogale mareeba","LC","NT","G","2016-1",1,2,2016
"Petrogale penicillata","NT","VU","N","2016-1",2,3,2016
"Petrogale purpureicollis","LC","NT","G","2016-1",1,2,2016
"Petrogale sharmani","NT","VU","N","2016-1",2,3,2016
"Phascolarctos cinereus","LC","VU","G","2016-1",1,3,2016
"Phoca largha","DD","LC","N","2016-1",0,1,2016
"Pipistrellus maderensis","EN","VU","N","2016-2",4,3,2016
"Platyrrhinus ismaeli","VU","NT","N","2016-2",3,2,2016
"Plecotus teneriffae","EN","VU","N","2016-2",4,3,2016
"Pongo pygmaeus","EN","CR","G","2016-1",4,5,2016
"Potorous longipes","EN","VU","N","2016-1",4,3,2016
"Potorous tridactylus","LC","NT","N","2016-1",1,2,2016
"Praomys hartwigi","EN","VU","N","2016-3",4,3,2016
"Praomys minor","DD","LC","N","2016-3",0,1,2016
"Praomys mutoni","DD","NT","N","2016-3",0,2,2016
"Prionailurus rubiginosus","VU","NT","N","2016-1",3,2,2016
"Prionailurus viverrinus","EN","VU","N","2016-2",4,3,2016
"Proechimys decumanus","VU","NT","N","2016-2",3,2,2016
"Pseudantechinus bilarni","NT","LC","N","2016-3",2,1,2016
"Pseudantechinus mimulus","EN","NT","N","2016-3",4,2,2016
"Pseudochirulus cinereus","LC","NT","N","2016-2",1,2,2016
"Pseudomys fumeus","EN","VU","N","2016-2",4,3,2016
"Pteronotus paraguanensis","CR","EN","N","2016-1",5,4,2016
"Pteropus caniceps","NT","VU","G","2016-2",2,3,2016
"Pteropus chrysoproctus","NT","VU","N","2016-3",2,3,2016
"Pteropus livingstonii","EN","CR","G","2016-2",4,5,2016
"Pteropus pohlei","EN","VU","N","2016-1",4,3,2016
"Pudu puda","VU","NT","N","2016-1",3,2,2016
"Rangifer tarandus","LC","VU","N","2016-1",1,3,2016
"Rattus giluwensis","DD","LC","N","2016-3",0,1,2016
"Rattus lugens","EN","VU","N","2016-3",4,3,2016
"Rattus xanthurus","VU","NT","N","2016-3",3,2,2016
"Rhinolophus madurensis","EN","VU","N","2016-2",4,3,2016
"Rhinolophus montanus","DD","EN","N","2016-2",0,4,2016
"Rhynchocyon petersi","VU","LC","N","2016-1",3,1,2016
"Rhynchomys banahao","DD","LC","N","2016-3",0,1,2016
"Saccopteryx antioquensis","DD","EN","N","2016-1",0,4,2016
"Salpingotus crassicauda","DD","LC","N","2016-2",0,1,2016
"Scleronycteris ega","LC","DD","N","2016-3",1,0,2016
"Sminthopsis bindi","LC","NT","N","2016-1",1,2,2016
"Sminthopsis leucopus","VU","LC","N","2016-1",3,1,2016
"Sminthopsis psammophila","EN","VU","N","2016-1",4,3,2016
"Spalax giganteus","VU","LC","N","2016-2",3,1,2016
"Spilogale putorius","LC","VU","N","2016-1",1,3,2016
"Stenoderma rufum","VU","NT","N","2016-1",3,2,2016
"Sturnira aratathomasi","NT","LC","N","2016-2",2,1,2016
"Sturnira oporaphilum","NT","LC","N","2016-2",2,1,2016
"Suncus aequatorius","CR","EN","N","2016-3",5,4,2016
"Suncus malayanus","DD","LC","N","2016-1",0,1,2016
"Sundasciurus fraterculus","EN","VU","N","2016-3",4,3,2016
"Surdisorex norae","VU","LC","N","2016-3",3,1,2016
"Surdisorex polulus","VU","DD","N","2016-3",3,0,2016
"Sus bucculentus","DD","EX","N","2016-2",0,7,2016
"Sus oliveri","EN","VU","N","2016-2",4,3,2016
"Syconycteris hobbit","VU","LC","N","2016-2",3,1,2016
"Sylvilagus cognatus","DD","EN","N","2016-3",0,4,2016
"Sylvilagus dicei","DD","VU","N","2016-3",0,3,2016
"Sylvisorex howelli","EN","LC","N","2016-3",4,1,2016
"Taeromys arcuatus","DD","LC","N","2016-3",0,1,2016
"Taeromys taerae","DD","VU","N","2016-3",0,3,2016
"Thamnomys venustus","VU","LC","N","2016-3",3,1,2016
"Thylamys fenestrae","LC","NT","G","2016-2",1,2,2016
"Thylamys velutinus","LC","NT","G","2016-2",1,2,2016
"Tomopeas ravus","VU","EN","N","2016-1",3,4,2016
"Trinomys eliasi","EN","NT","N","2016-2",4,2,2016
"Urocitellus brunneus","EN","VU","N","2016-3",4,3,2016
"Uromys hadrourus","VU","NT","N","2016-1",3,2,2016
"Viverra megaspila","VU","EN","N","2016-1",3,4,2016
"Viverra zibetha","NT","LC","N","2016-1",2,1,2016
"Volemys millicens","DD","NT","N","2016-2",0,2,2016
"Wyulda squamicaudata","DD","NT","N","2016-1",0,2,2016
"Xerospermophilus mohavensis","VU","NT","N","2016-3",3,2,2016
"Zaglossus bartoni","CR","VU","N","2016-2",5,3,2016
"Acrocephalus luscinius","CR","EX","N","2016-3",5,7,2016
"Amaurospiza moesta","NT","LC","N","2016-3",2,1,2016
"Ardenna carneipes","LC","NT","N","2016-3",1,2,2016
"Callaeas cinereus","EN","CR","N","2016-3",4,5,2016
"Calyptophilus frugivorus","VU","NT","N","2016-3",3,2,2016
"Charadrius sanctaehelenae","CR","VU","G","2016-3",5,3,2016
"Chloropsis cochinchinensis","LC","NT","N","2016-3",1,2,2016
"Chloropsis media","LC","VU","N","2016-3",1,3,2016
"Chloropsis sonnerati","LC","VU","G","2016-3",1,3,2016
"Cichlopsis leucogenys","LC","EN","N","2016-3",1,4,2016
"Cinclodes antarcticus","LC","NT","N","2016-3",1,2,2016
"Circus macrosceles","VU","EN","N","2016-3",3,4,2016
"Cyanoramphus forbesi","EN","VU","G","2016-3",4,3,2016
"Cyornis herioti","LC","NT","N","2016-3",1,2,2016
"Deconychura longicauda","NT","LC","N","2016-3",2,1,2016
"Drymophila caudata","LC","NT","N","2016-3",1,2,2016
"Emberiza rustica","LC","VU","G","2016-3",1,3,2016
"Erythrura cyaneovirens","LC","NT","N","2016-3",1,2,2016
"Eurylaimus javanicus","LC","NT","N","2016-3",1,2,2016
"Ficedula dumetoria","NT","LC","N","2016-3",2,1,2016
"Formicivora grantsaui","NT","EN","N","2016-3",2,4,2016
