"name","result.year","result.code","result.category"
"Cyanea pohaku","1998","EX","Extinct"
"Cyanea pycnocarpa","1998","E","Endangered"
"Cyanea pycnocarpa","1998","EX","Extinct"
"Cyanea quercifolia","1998","E","Endangered"
"Cyanea quercifolia","1998","EX","Extinct"
"Cyanea sessilifolia","2016","EX","Extinct"
"Cyanoramphus ulietanus","2016","EX","Extinct"
"Cyanoramphus ulietanus","2012","EX","Extinct"
"Cyanoramphus ulietanus","2008","EX","Extinct"
"Cyanoramphus ulietanus","2004","EX","Extinct"
"Cyanoramphus ulietanus","2000","EX","Extinct"
"Cyanoramphus ulietanus","1994","EX","Extinct"
"Cyanoramphus ulietanus","1988","EX","Extinct"
"Cyanoramphus zealandicus","2016","EX","Extinct"
"Cyanoramphus zealandicus","2012","EX","Extinct"
"Cyanoramphus zealandicus","2008","EX","Extinct"
"Cyanoramphus zealandicus","2004","EX","Extinct"
"Cyanoramphus zealandicus","2000","EX","Extinct"
"Cyanoramphus zealandicus","1994","EX","Extinct"
"Cyanoramphus zealandicus","1988","EX","Extinct"
"Cyclophorus horridulum","1996","EX","Extinct"
"Cyclophorus horridulum","1994","Ex","Extinct"
"Cyclosurus mariei","1996","EX","Extinct"
"Cyclosurus mariei","1994","Ex","Extinct"
"Cyclura onchiopsis","2011","EX","Extinct"
"Cylindraspis indica","1996","EX","Extinct"
"Cylindraspis indica","1994","Ex","Extinct"
"Cylindraspis inepta","1996","EX","Extinct"
"Cylindraspis inepta","1994","Ex","Extinct"
"Cylindraspis peltastes","1996","EX","Extinct"
"Cylindraspis peltastes","1994","Ex","Extinct"
"Cylindraspis triserrata","1996","EX","Extinct"
"Cylindraspis triserrata","1994","Ex","Extinct"
"Cylindraspis vosmaeri","1996","EX","Extinct"
"Cylindraspis vosmaeri","1994","Ex","Extinct"
"Cynometra beddomei","1998","EX","Extinct"
"Cynometra beddomei","1998","V","Vulnerable"
"Cyperus rockii","2016","EX","Extinct"
"Cyprinodon arcuatus","2013","EX","Extinct"
"Cyprinodon ceciliae","1996","EX","Extinct"
"Cyprinodon inmemoriam","1996","EX","Extinct"
"Cyprinodon latifasciatus","1996","EX","Extinct"
"Cyprinodon latifasciatus","1994","Ex","Extinct"
"Cyprinodon latifasciatus","1990","Ex","Extinct"
"Cyprinodon latifasciatus","1988","Ex","Extinct"
"Cyprinodon latifasciatus","1986","Ex","Extinct"
"Cyprinodon spp.","1996","EX","Extinct"
"Cyprinodon spp.","1994","Ex?","Extinct?"
"Cyprinodon spp.","1990","Ex?","Extinct?"
"Cyprinodon spp.","1988","Ex?","Extinct?"
"Cyprinus yilongensis","2011","EX","Extinct"
"Cyprinus yilongensis","1996","EX","Extinct"
"Cyprinus yilongensis","1994","Ex?","Extinct?"
"Cyrtandra olona","2016","EX","Extinct"
"Delilia inelegans","2014","EX","Extinct"
"Delissea niihauensis","2016","EX","Extinct"
"Delissea niihauensis","2015","EX","Extinct"
"Delissea niihauensis","1998","E","Endangered"
"Delissea niihauensis","1998","EX","Extinct"
"Delissea subcordata","2015","EX","Extinct"
"Delissea undulata","2016","EX","Extinct"
"Deloneura immaculata","1996","EX","Extinct"
"Deloneura immaculata","1994","Ex","Extinct"
"Deloneura immaculata","1990","Ex?","Extinct?"
"Deloneura immaculata","1988","Ex?","Extinct?"
"Deloneura immaculata","1986","Ex?","Extinct?"
"Diaphorapteryx hawkinsi","2017","EX","Extinct"
"Diaphorapteryx hawkinsi","2016","EX","Extinct"
"Diaphorapteryx hawkinsi","2012","EX","Extinct"
"Diaphorapteryx hawkinsi","2008","EX","Extinct"
"Diaphorapteryx hawkinsi","2005","EX","Extinct"
"Diaphorapteryx hawkinsi","2004","NR","Not Recognized"
"Diaphorapteryx hawkinsi","2000","NR","Not Recognized"
"Diaphorapteryx hawkinsi","1994","NR","Not Recognized"
"Diaphorapteryx hawkinsi","1988","NR","Not Recognized"
"Diastole matafaoi","1996","EX","Extinct"
"Diastole matafaoi","1994","I","Indeterminate"
"Diastole matafaoi","1990","I","Indeterminate"
"Diastole matafaoi","1988","I","Indeterminate"
"Diastole matafaoi","1986","I","Indeterminate"
"Dicrogonatus gardineri","2014","EX","Extinct"
"Dracaena umbraculifera","1998","E","Endangered"
"Dracaena umbraculifera","1998","EX","Extinct"
"Drepanis funerea","2016","EX","Extinct"
"Drepanis funerea","2012","EX","Extinct"
"Drepanis funerea","2008","EX","Extinct"
"Drepanis funerea","2004","EX","Extinct"
"Drepanis funerea","2000","EX","Extinct"
"Drepanis funerea","1994","EX","Extinct"
"Drepanis funerea","1988","EX","Extinct"
"Drepanis pacifica","2016","EX","Extinct"
"Drepanis pacifica","2012","EX","Extinct"
"Drepanis pacifica","2008","EX","Extinct"
"Drepanis pacifica","2004","EX","Extinct"
"Drepanis pacifica","2000","EX","Extinct"
"Drepanis pacifica","1994","EX","Extinct"
"Drepanis pacifica","1988","EX","Extinct"
"Dromaius baudinianus","2016","EX","Extinct"
"Dromaius baudinianus","2012","EX","Extinct"
"Dromaius baudinianus","2008","EX","Extinct"
"Dromaius baudinianus","2004","EX","Extinct"
"Dromaius baudinianus","2000","EX","Extinct"
"Dromaius baudinianus","1994","EX","Extinct"
"Dromaius baudinianus","1988","EX","Extinct"
"Dromaius minor","2016","EX","Extinct"
"Dromaius minor","2012","EX","Extinct"
"Dromaius minor","2008","EX","Extinct"
"Dromaius minor","2004","EX","Extinct"
"Dromaius minor","2000","EX","Extinct"
"Dromaius minor","1994","EX","Extinct"
"Dromaius minor","1988","EX","Extinct"
"Drosophila lanaiensis","1996","EX","Extinct"
"Drosophila lanaiensis","1994","Ex","Extinct"
"Drosophila lanaiensis","1990","Ex","Extinct"
"Drosophila lanaiensis","1988","Ex","Extinct"
"Drosophila lanaiensis","1986","Ex","Extinct"
"Dryolimnas augusti","2017","EX","Extinct"
"Dryolimnas augusti","2016","EX","Extinct"
"Dryolimnas augusti","2014","EX","Extinct"
"Dryophthorus distinguendus","2014","EX","Extinct"
"Dryophthorus distinguendus","1996","EX","Extinct"
"Dryophthorus distinguendus","1994","Ex","Extinct"
"Dryophthorus distinguendus","1990","Ex","Extinct"
"Dryophthorus distinguendus","1988","Ex","Extinct"
"Dryophthorus distinguendus","1986","Ex","Extinct"
"Dryopteris ascensionis","2012","EX","Extinct"
"Dryopteris ascensionis","2003","EX","Extinct"
"Dryopteris ascensionis","1998","Ex/E","Extinct/Endangered"
"Dupontia proletaria","1996","EX","Extinct"
"Dusicyon australis","2015","EX","Extinct"
"Dusicyon australis","2008","EX","Extinct"
"Dusicyon australis","2004","EX","Extinct"
"Dusicyon australis","1996","EX","Extinct"
"Dusicyon australis","1994","Ex","Extinct"
"Dusicyon australis","1990","Ex","Extinct"
"Dusicyon australis","1988","Ex","Extinct"
"Dusicyon australis","1986","Ex","Extinct"
"Dusicyon avus","2015","EX","Extinct"
"Dysmorodrepanis munroi","2017","EX","Extinct"
"Dysmorodrepanis munroi","2016","EX","Extinct"
"Dysmorodrepanis munroi","2012","EX","Extinct"
"Dysmorodrepanis munroi","2008","EX","Extinct"
"Dysmorodrepanis munroi","2004","EX","Extinct"
